,MER,TOWNSHIP,RANGE,SECTION,XALB,YALB,LATITUDE,LONGITUDE,MTRS,MTR,Shape__Are,Shape__Len,GlobalID,Field1,Unique_Cro,township_r,township_1,township_2,Reporting_,Crop_Harve,Fields__n_,Commodity_,TotalN_Fer,TotalN_Fol,TotalN_Org,TotalN_Wat,TotalNAppl,N_Removed_,A_R_lbs_N_,A_R_lbs_N1,AoY_lbsN_l,TR_fixed,TR,ARRATIO,Crop_Year,Shape_Leng,Shape_Area,mean_Nitra,Point_Coun,geometry,geometric_centroids,closest_cafo_id,distance_to_cafo,number_of_cafos
30,M,28S,22E,20,33768.91584,-281983.18847,35.4785,-119.62749,M 28S 22E 20,M28S  22E,3957599.61719,7969.9875173,{cd702e05-bf4f-49d7-b2c0-9ef0623cfbc6},1,Alfalfa Hay,28 S 22 E,22.0,-28.0,Bearing,2023,17,855.35,16042.69,0.0,12582.6,9926.4895,38551.7795,371245.54425,-332693.76475,0.1038,0.0032,M28S 22E,M28S  22E,0.1038,0,7969.9875173,3957599.62093,0.0,8,"POLYGON ((806841.1869957333 3930516.303000303, 806845.9023417626 3930433.653392397, 806172.4186785466 3930423.9718842464, 805227.8391883599 3930404.337677889, 805176.025325455 3932016.1415517204, 806116.2043455774 3932053.844239861, 806772.1517262273 3932091.0070446627, 806799.050474911 3931478.4643129897, 806806.7978723351 3931309.0516687017, 806819.2789033435 3931038.6760688284, 806841.1869957333 3930516.303000303))",POINT (806009.1366659374 3931233.7720442377),,,
31,M,29S,22E,20,33251.02207,-291667.3308,35.39133,-119.63362,M 29S 22E 20,M29S  22E,3967123.51953,7967.73842498,{af16bc52-b4c1-430f-a385-ef2baf60fc28},3,Alfalfa Hay,29 S 22 E,22.0,-29.0,Bearing,2023,1,106.0,2014.0,0.0,0.0,1608.02,3622.02,41273.75,-37651.73,0.0878,0.0027,M29S 22E,M29S  22E,0.0878,0,7967.73842498,3967123.52382,3.3375,8,"POLYGON ((806502.3702971948 3920761.6891333787, 804996.967310189 3920706.3500148267, 804936.1183397912 3922339.147645686, 806447.8217266375 3922367.846286527, 806553.8913063308 3922371.016031938, 806631.6402330075 3920767.5591800148, 806502.3702971948 3920761.6891333787))",POINT (805777.3229499696 3921543.9199006543),,,
32,M,12S,14E,28,-39629.4809,-128534.32114,36.85925,-120.4451,M 12S 14E 28,M12S  14E,4135322.71661,8150.02613648,{B5642F90-C150-436E-90E6-79E85092AA5D},39,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M12S  14E,M12S 14E,0.83,2023,8150.02613648,4135322.71661,0.23,13,"POLYGON ((728588.5750942559 4081967.1421039235, 728619.2689903372 4081413.143149669, 727667.7600515668 4081397.405869392, 726944.2556581474 4081384.667670525, 726945.3024243097 4082414.676366626, 726945.2393450972 4082531.170505232, 726950.4198203254 4082998.4266036507, 727340.5513452495 4083002.6663881093, 728569.4970497419 4083020.396328348, 728588.5750942559 4081967.1421039235))",POINT (727766.2855944448 4082199.8214299274),DMD,6148.640678013418,81.0
33,M,13S,14E,3,-38363.62674,-131798.9965,36.82993,-120.43072,M 13S 14E 03,M13S  14E,4174239.8578,8219.49602538,{C1963CF7-71E1-4264-B8FF-AFA8D98F7F16},53,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  14E,M13S 14E,1.26,2023,8219.49602538,4174239.8578,385.02,8,"POLYGON ((729921.7407006854 4079847.6064037043, 729947.575095583 4078178.0919939894, 729347.7560014579 4078166.854535303, 728671.2527301366 4078152.368234389, 728574.3756489431 4078150.371139074, 728341.9346596063 4078107.1314243954, 728328.0991347111 4079807.388872565, 728607.1653444632 4079816.1248885565, 729921.7407006854 4079847.6064037043))",POINT (729134.0852171455 4078992.7980454895),DMD,2698.456353231134,81.0
34,M,12S,14E,35,-36413.13373,-130165.40948,36.8447,-120.4089,M 12S 14E 35,M12S  14E,3966524.61816,7963.09144032,{D871EAEE-87CB-4714-AC20-71AFBFC69AB8},39,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M12S  14E,M12S 14E,0.83,2023,7963.09144032,3966524.61816,0.4,1,"POLYGON ((731375.1257948455 4079887.086403184, 730267.8649053485 4079856.857715148, 730261.7364817512 4080198.3554647197, 730250.0452471706 4080499.8592522726, 730224.3444984588 4081458.362616988, 731828.047445196 4081508.0831604926, 731827.0666676476 4079906.576466064, 731538.3144939487 4079894.5861931033, 731375.1257948455 4079887.086403184))",POINT (731037.0731390982 4080685.202912242),DMD,4567.568898172202,81.0
35,M,13S,14E,4,-39969.32132,-131795.32624,36.82989,-120.44874,M 13S 14E 04,M13S  14E,4261550.27014,8259.38696249,{98A47DAF-F563-4AAC-B86B-1E96C6E408E6},53,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  14E,M13S 14E,1.26,2023,8259.38696249,4261550.27014,43.425,4,"POLYGON ((726720.7985415293 4078092.9008558537, 726714.4628604401 4079763.1680161594, 726978.9655179942 4079770.901846329, 728328.0991347111 4079807.388872565, 728341.9346596063 4078107.1314243954, 726720.7985415293 4078092.9008558537))",POINT (727528.7096826073 4078942.175665153),DMD,3343.9155660601496,81.0
36,M,12S,12E,34,-57426.01227,-130085.52588,36.84437,-120.64486,M 12S 12E 34,M12S  12E,4090858.7889,8088.37032585,{6D4A4108-CD37-4B8A-8557-22B59F9C8181},19,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M12S  12E,M12S 12E,1.01,2023,8088.37032585,4090858.7889,2.4,2,"POLYGON ((710629.2893046639 4079305.8610749957, 709211.2721189423 4079267.375313276, 709160.6293599166 4080882.6385031207, 710785.3351852187 4080922.3722745283, 710827.2910223694 4079313.097602097, 710629.2893046639 4079305.8610749957))",POINT (709995.7059429678 4080096.6579844467),,,
37,M,08S,08E,12,-92118.73958,-84236.99241,37.25406,-121.04006,M 08S 08E 12,M08S  08E,3966072.20312,7966.91779832,{6678d212-987d-43b0-828d-0e8bd25d0fd2},128,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M08S  08E,M08S 08E,0.11,2023,7966.91779832,3966072.20843,4.06,1,"POLYGON ((674646.0623639284 4123988.6520918, 673041.009613222 4123952.897124059, 673016.7314895005 4124762.310897208, 672993.7491378232 4125528.653287757, 674589.3685977265 4125545.6472670995, 674617.1711097736 4124782.0919485623, 674646.0623639284 4123988.6520918))",POINT (673815.9908511778 4124753.1165901315),DMD,1340.4823681708742,81.0
38,M,03S,07E,17,-107789.61645,-37253.16397,37.675,-121.22382,M 03S 07E 17,M03S  07E,4184553.13672,8184.12728017,{c0565a9a-882e-4c9d-9fff-d795628ac833},21,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M03S  07E,M03S 07E,1.3,2023,8184.12728017,4184553.14165,0.4,1,"POLYGON ((657408.5797691665 4171951.8079015254, 657492.1432361478 4170340.7981345262, 655864.0503814751 4170324.25200494, 655851.140994583 4170324.1214131946, 655805.8911669764 4171938.076708646, 656569.7035813561 4171944.8160461136, 657036.7015221053 4171949.0644796444, 657408.5797691665 4171951.8079015254))",POINT (656639.3673851517 4171135.610754911),ESJSV,2456.223291479041,84.0
39,M,13S,15E,19,-33597.51134,-136658.01303,36.78639,-120.37699,M 13S 15E 19,M13S  15E,4156965.82548,8155.3812667,{63580E01-0F6F-4345-B711-3FF1089AB136},359,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  15E,M13S 15E,1.48,2023,8155.3812667,4156965.82548,0.23,1,"POLYGON ((734899.359634436 4073757.7386886217, 734905.4859780344 4073495.728985702, 734726.8796672497 4073493.9033049117, 734171.2317322213 4073488.239076722, 733238.9121286208 4073484.5126703912, 733229.1397491188 4075077.0257058158, 734127.3350975709 4075101.75114451, 734411.1415119723 4075110.5822333787, 734867.0281885284 4075124.7505363016, 734885.4141422254 4074339.2387506166, 734890.7280337391 4074085.7431895146, 734899.359634436 4073757.7386886217))",POINT (734063.2736029716 4074292.286225716),DMD,4884.342739421506,81.0
40,M,11S,12E,23,-55720.41205,-117138.83857,36.96095,-120.62667,M 11S 12E 23,M11S  12E,4084344.25466,8077.63930384,{31872F8A-AC37-42A7-8516-B599F99D3817},289,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M11S  12E,M11S 12E,0.08,2023,8077.63930384,4084344.25466,0.14,1,"POLYGON ((712084.6986161629 4093893.9589854213, 712124.0908114293 4092282.191330386, 711374.0244184078 4092268.7074884404, 710867.454975741 4092263.2108799536, 710507.2664569106 4092253.717452796, 710500.635950371 4092501.7218587864, 710487.5080730191 4093044.7229942367, 710477.2499734131 4093568.483021714, 710478.6868509168 4093659.9815685903, 710474.3710227273 4093862.7342830366, 711333.6905156255 4093881.72034913, 712084.6986161629 4093893.9589854213))",POINT (711296.9910248674 4093073.558828499),,,
41,M,10S,10E,16,-78210.92846,-105408.54916,37.06487,-120.88082,M 10S 10E 16,M10S  10E,4156779.99752,8156.87395747,{947F050D-DC44-4BDE-8785-23CD52498441},220,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  10E,M10S 10E,0.23,2023,8156.87395747,4156779.99752,3.486,5,"POLYGON ((689218.8500628463 4103725.932548061, 689219.3632344571 4103278.9278907087, 688853.2316214524 4103274.9336090037, 687588.6612983224 4103243.9295131974, 687589.2235701398 4103274.43041093, 687589.1290644091 4104854.4287292818, 688816.8900388356 4104897.680250773, 689222.7632984457 4104905.931012052, 689220.5277816877 4104447.9291157965, 689224.5263783177 4104246.1818696954, 689218.8500628463 4103725.932548061))",POINT (688406.5181472388 4104073.2746486254),DMD,779.7962316005716,81.0
42,M,15S,16E,34,-19317.11547,-159424.01362,36.58196,-120.21617,M 15S 16E 34,M15S  16E,4003201.15171,8005.76875985,{26E94A53-B544-460C-A410-7BDEF38B901E},380,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  16E,M15S 16E,0.02,2023,8005.76875985,4003201.15171,0.099,1,"POLYGON ((748239.1854825534 4052790.9461046797, 749862.4423060499 4052825.6524867355, 749868.5045137852 4052825.9053475624, 749901.1082313529 4051303.131419151, 749902.546679462 4051269.3862076565, 748283.8564157176 4051174.671908702, 748239.1854825534 4052790.9461046797))",POINT (749068.1923034592 4052015.78119101),,,
43,M,10S,12E,29,-60479.60929,-109019.51156,37.0337,-120.68084,M 10S 12E 29,M10S  12E,4110694.55469,8110.0774854,{BCF3737C-42D5-49C2-AFFB-A31A5BF8974F},243,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  12E,M10S 12E,0.11,2023,8110.0774854,4110694.55469,0.1345,2,"POLYGON ((707109.183354144 4100237.5706386454, 705484.7333151103 4100188.348570238, 705449.4484283089 4101814.350805681, 707058.5221587056 4101844.823702424, 707109.183354144 4100237.5706386454))",POINT (706273.976978363 4101019.9138052072),DMD,2969.8218237282977,81.0
44,M,10S,12E,22,-57249.20884,-107442.41899,37.04809,-120.6446,M 10S 12E 22,M10S  12E,4065347.50023,8060.50686229,{E99F8927-8BAD-4BA4-B1F0-656F50796BD7},243,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  12E,M10S 12E,0.11,2023,8060.50686229,4065347.50023,0.23,2,"POLYGON ((708636.3131059618 4103488.0488104876, 710247.9514159819 4103513.278222717, 710284.9857549481 4101916.5289750737, 708672.9737295404 4101881.545715633, 708663.2827058038 4102103.300811636, 708638.8151834197 4103411.3030508677, 708636.3131059618 4103488.0488104876))",POINT (709458.8055569713 4102699.404055175),DMD,693.3024397018046,81.0
45,M,05S,08E,30,-99870.52904,-59870.14431,37.47244,-121.13085,M 05S 08E 30,M05S  08E,4601758.94141,8589.17131916,{a7afe64d-32be-4403-904e-cd62d0a4d04b},62,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M05S  08E,M05S 08E,0.06,2023,8589.17131916,4601758.94446,2.226,5,"POLYGON ((666188.441932086 4148028.1560123996, 666182.3747183962 4148027.6564504197, 664410.0089675371 4148001.912163236, 664375.7418480068 4149601.164710785, 666159.2457237191 4149675.65797719, 666188.441932086 4148028.1560123996))",POINT (665287.7848050807 4148827.2017643605),DMD,4877.536113763788,81.0
46,M,07S,08E,13,-92029.22074,-76143.37029,37.32687,-121.04005,M 07S 08E 13,M07S  08E,4168940.24219,8163.1940568,{de7b3ea1-b889-4452-a059-b0c8bdb72211},104,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M07S  08E,M07S 08E,0.15,2023,8163.1940568,4168940.24703,1.12,1,"POLYGON ((674436.3822757745 4133664.8914914755, 674459.8908490296 4132024.140883483, 672868.2689088117 4131994.144851862, 672832.1360562585 4133641.6479990627, 674013.5130064894 4133662.8904604223, 674436.3822757745 4133664.8914914755))",POINT (673648.7272982051 4132833.305133699),DMD,2061.090185675333,81.0
47,M,15S,16E,25,-15938.79144,-157714.54256,36.59741,-120.1784,M 15S 16E 25,M15S  16E,4209935.04403,8210.36976818,{08583E46-5BCB-4029-8EEF-244B3D9D1FD7},380,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  16E,M15S 16E,0.02,2023,8210.36976818,4209935.04403,0.23,1,"POLYGON ((753267.5121980414 4053072.8059320585, 751590.8206992063 4052951.114992726, 751545.2788613259 4054577.6291561127, 753199.8464848397 4054681.8296157965, 753211.5319105043 4054682.084135419, 753267.5121980414 4053072.8059320585))",POINT (752402.4302670378 4053820.050306424),Kings,4876.539011649213,162.0
48,M,14S,16E,33,-20840.22888,-149653.77772,36.66984,-120.23348,M 14S 16E 33,M14S  16E,4240682.93754,8239.50275713,{EFD0434C-77E1-4580-BAEA-8A30F1EE53FD},372,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  16E,M14S 16E,2.08,2023,8239.50275713,4240682.93754,0.099,1,"POLYGON ((748065.2106407183 4060908.814751338, 746450.5591200992 4060840.12304177, 746411.9030075552 4062525.874153756, 748041.8527379896 4062580.0765257236, 748065.2106407183 4060908.814751338))",POINT (747241.1446193317 4061714.9712152346),Kings,2536.292678364038,162.0
49,M,10S,09E,1,-82950.61812,-102153.13482,37.09375,-120.93456,M 10S 09E 01,M10S  09E,4092334.015,8091.09696063,{B93629FB-EFA9-4AD3-A99E-8D089EEEB324},212,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  09E,M10S 09E,0.02,2023,8091.09696063,4092334.015,4.0,2,"POLYGON ((684364.8718121639 4107659.9275741074, 684364.772301078 4106370.93031171, 682748.0707799819 4106354.9311789297, 682756.4804855864 4107963.4271322167, 683707.4229052911 4107976.9271414233, 683932.9298588999 4107979.9301816486, 684363.8640161379 4107986.175125495, 684364.9988721433 4107766.6750408434, 684364.8718121639 4107659.9275741074))",POINT (683559.0873032825 4107168.1497381763),DMD,2444.1030314517025,81.0
50,M,11S,14E,9,-39677.06478,-114011.95141,36.9899,-120.4464,M 11S 14E 09,M11S  14E,4047297.96061,8048.32535552,{C91C5F47-31F6-4758-8E57-FCC45B52F9C5},319,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M11S  14E,M11S 14E,0.32,2023,8048.32535552,4047297.96061,9.7,1,"POLYGON ((728027.7324008239 4097513.988902329, 728107.381984418 4095912.225505866, 726494.5518027276 4095884.250383236, 726470.7959178217 4096427.500037174, 726425.8445356148 4097488.0053939717, 728027.7324008239 4097513.988902329))",POINT (727263.6491254664 4096698.6840004474),Chowchilla,5304.0711575866835,39.0
51,M,04S,08E,24,-91663.05795,-48652.39705,37.57419,-121.03932,M 04S 08E 24,M04S  08E,4135576.11719,8137.17337864,{c3764d93-9d8e-4f53-81ec-c33a4f3e824b},47,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M04S  08E,M04S 08E,0.01,2023,8137.17337864,4135576.12007,0.385,2,"POLYGON ((672325.5789765932 4161070.6390736634, 672634.7007570534 4161072.6362717506, 673931.1340586903 4161091.88068274, 673962.9546877089 4159487.625427235, 672351.6451011111 4159449.3857636466, 672325.5789765932 4161070.6390736634))",POINT (673141.5489548937 4160273.8297969503),MTB,1162.001193134175,381.0
52,M,14S,16E,32,-22467.41301,-149663.65276,36.66971,-120.25171,M 14S 16E 32,M14S  16E,4315748.08491,8312.38629943,{ED44C615-755E-4CF5-AD63-BE395E5C611D},372,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  16E,M14S 16E,2.08,2023,8312.38629943,4315748.08491,0.099,1,"POLYGON ((746450.5591200992 4060840.12304177, 744805.8105240726 4060770.13310852, 744805.8078258139 4060803.8911264837, 744784.5765980077 4062419.915444357, 744784.2014579852 4062471.914251912, 746411.9030075552 4062525.874153756, 746450.5591200992 4060840.12304177))",POINT (745611.9401373512 4061650.5318368087),Kings,4067.9629345998587,162.0
53,M,15S,16E,36,-15939.22468,-159313.91496,36.58302,-120.17837,M 15S 16E 36,M15S  16E,4174018.63354,8180.50515451,{620F2A72-3ADF-4394-8DBB-E797A3F1C367},380,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  16E,M15S 16E,0.02,2023,8180.50515451,4174018.63354,0.099,1,"POLYGON ((753323.8649236602 4051469.79606897, 751627.6125399926 4051370.338998224, 751602.4575411307 4052535.353703129, 751590.8206992063 4052951.114992726, 753267.5121980414 4053072.8059320585, 753323.8649236602 4051469.79606897))",POINT (752455.0566707425 4052214.624333193),,,
54,M,04S,06E,11,-112698.96277,-45208.71341,37.60286,-121.27833,M 04S 06E 11,M04S  06E,4157754.94141,8156.34712528,{f337b30f-d3b6-4b19-a7f1-58125c2d3e21},23,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M04S  06E,M04S 06E,0.0,2023,8156.34712528,4157754.9409,11.0,4,"POLYGON ((652797.4185181226 4162253.3040695963, 651189.0470546838 4162220.3257683646, 651155.1698605095 4163837.839155654, 652763.4761095399 4163873.3147787764, 652797.4185181226 4162253.3040695963))",POINT (651976.4847012288 4163046.1992623135),DMD,5017.861392408544,81.0
55,M,10S,10E,23,-75011.98411,-107039.10326,37.05046,-120.84463,M 10S 10E 23,M10S  10E,4110007.99392,8110.7209183,{FC31E898-F7FD-4889-BBC1-B3163BD36348},220,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  10E,M10S 10E,0.23,2023,8110.7209183,4110007.99392,4.2625,8,"POLYGON ((692472.132305182 4103373.178036894, 692476.3463263875 4101759.1815170124, 690869.156078332 4101725.9335749038, 690848.195860251 4102582.9300036677, 690828.6220736721 4103327.432975186, 692472.132305182 4103373.178036894))",POINT (691662.6826186916 4102549.4634030866),DMD,3049.952152124689,81.0
56,M,15S,16E,26,-17631.93447,-157775.33583,36.59683,-120.19735,M 15S 16E 26,M15S  16E,4368704.28554,8366.81559038,{1A2B5671-7003-4FC3-9541-3EDADC9E6380},380,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  16E,M15S 16E,0.02,2023,8366.81559038,4368704.28554,0.099,1,"POLYGON ((751590.8206992063 4052951.114992726, 749868.5045137852 4052825.9053475624, 749833.397888061 4054469.922548198, 751545.2788613259 4054577.6291561127, 751590.8206992063 4052951.114992726))",POINT (750708.0545274136 4053705.182530923),Kings,5904.384107737343,162.0
57,M,10S,13E,30,-52463.86116,-109088.79762,37.03356,-120.59061,M 10S 13E 30,M10S  13E,4126931.00278,8126.77101134,{A1450046-37D2-4896-B50E-F28E8E6E38BD},260,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  13E,M10S 13E,0.42,2023,8126.77101134,4126931.00278,0.14,1,"POLYGON ((713473.6497386503 4102004.566546748, 715074.3245931133 4102048.7602049317, 715136.495083619 4100413.6912365616, 713532.7342118392 4100365.221692251, 713473.6497386503 4102004.566546748))",POINT (714303.9700604167 4101207.77408567),DMD,2746.068154075471,81.0
58,M,04S,07E,27,-104635.4939,-50143.26315,37.55941,-121.18618,M 04S 07E 27,M04S  07E,4181577.94922,8179.58046366,{58f7cb66-a3fa-42e5-bbb9-7eaf32312f77},36,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M04S  07E,M04S 07E,1.31,2023,8179.58046366,4181577.94844,19.1666666667,12,"POLYGON ((661033.7773590189 4157587.492705737, 659411.1684131157 4157552.8100015684, 659378.396130569 4159169.6954548224, 660995.5947099783 4159207.2443698193, 661033.7773590189 4157587.492705737))",POINT (660204.9929331057 4158378.871210893),DMD,2800.9855680458836,81.0
59,M,07S,08E,23,-93661.78592,-77782.12994,37.31197,-121.05829,M 07S 08E 23,M07S  08E,4242964.97656,8239.6853855,{32d5608e-e66f-4f77-b891-53602753727a},104,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M07S  08E,M07S 08E,0.15,2023,8239.6853855,4242964.9834,3.6,2,"POLYGON ((672894.7155991489 4130325.8982017776, 672880.4660986379 4130325.3999010245, 671265.659548674 4130345.396716574, 671237.1535183839 4131963.3984170766, 671255.5274660388 4131963.6453480185, 672868.2689088117 4131994.144851862, 672868.3967499902 4131987.140508013, 672894.7155991489 4130325.8982017776))",POINT (672070.6673475909 4131157.276357847),DMD,1268.3134884672174,81.0
60,M,10S,11E,31,-71884.65929,-110346.14644,37.02096,-120.8091,M 10S 11E 31,M10S  11E,4226249.51147,8221.98696859,{B311DD43-806E-4793-B074-36EF8A7FA79C},234,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  11E,M10S 11E,0.1,2023,8221.98696859,4226249.51147,1.4,1,"POLYGON ((695732.4316005231 4098924.9375972976, 695732.379447938 4098531.938434474, 694059.0500384413 4098534.685209041, 694062.8951152585 4100146.431118396, 694921.462110474 4100144.1816760595, 695293.4638761901 4100142.4321940774, 695728.280845253 4100140.68256815, 695730.1673374416 4099602.431895422, 695732.4316005231 4098924.9375972976))",POINT (694895.6562089676 4099337.916957391),DMD,1093.100293409497,81.0
61,M,06S,08E,29,-98353.02372,-69565.19708,37.3854,-121.11238,M 06S 08E 29,M06S  08E,4135467.74219,8134.45281927,{2aa128f8-4e30-4222-80cb-3c8584feffb3},82,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M06S  08E,M06S 08E,0.1,2023,8134.45281927,4135467.74027,6.02714285714,7,"POLYGON ((667912.8626523062 4140005.898395441, 667917.3075347492 4138397.149977032, 666311.3115375249 4138373.907056194, 666294.1124125832 4139989.901501374, 666294.0525868372 4139997.406872503, 667912.8626523062 4140005.898395441))",POINT (667107.6345690212 4139194.6419745455),,,
62,M,10S,10E,6,-81351.21864,-102172.68127,37.09371,-120.91654,M 10S 10E 06,M10S  10E,4033718.2369,8037.28855329,{63DCAE7D-3A95-4E83-B0A4-663619E89550},220,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M10S  10E,M10S 10E,0.23,2023,8037.28855329,4033718.2369,2.335,8,"POLYGON ((685968.0959591845 4106412.932613265, 684364.772301078 4106370.93031171, 684364.8718121639 4107659.9275741074, 684364.9988721433 4107766.6750408434, 684363.8640161379 4107986.175125495, 685949.8784830614 4108012.673539755, 685956.8299865202 4107270.1826248956, 685965.7734681773 4106605.6747666653, 685968.0959591845 4106412.932613265))",POINT (685160.2942551085 4107194.101150836),DMD,902.029831927957,81.0
63,M,08S,08E,1,-92121.06938,-82634.54434,37.26847,-121.04028,M 08S 08E 01,M08S  08E,4114108.39453,8115.25354918,{80b653c3-7f48-441b-8885-a9916f56a9d5},128,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M08S  08E,M08S 08E,0.11,2023,8115.25354918,4114108.39426,0.14,1,"POLYGON ((674529.7293074061 4127183.3951077936, 674589.3685977265 4125545.6472670995, 672993.7491378232 4125528.653287757, 672944.8613632582 4127160.3942263126, 674529.7293074061 4127183.3951077936))",POINT (673764.9547956085 4126353.625157256),DMD,1865.0757518720818,81.0
