,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
277,IVY STAR Dairy LLC,14903 Volta RD,Los Banos,Merced,93635,,,,,(209) 826-1065,12/12/1972,San Joaquin River Basin,0078-1400-0042-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Arlinda Holsteins,6325 West main ST,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,02/23/1950,San Joaquin River Basin,X023-X040-X001-XXXX,,,110,0,110,110,225,0,225,225,60,280,340,320,20,0,20,20,150,0,160,160,160,0,160,160,Holstein,83.0,995,,13078.16,164841.49,115389.04,26174.15,64016.07,155271.0,,,,,5004469.0,5004469.0,0.0,0.0,,,,,,,,,,
279,,,,,95358,,,,,,,,x003-x001-x016,,,175,0,500,1000,0,0,300,750,0,0,500,500,0,0,300,300,365,0,500,500,219,0,,,,,3050,,9851.2,101470.0,71029.0,14654.75,,,,,,,,,,,,,,,,,,,,
280,Ahlem Farms Partnership,24093 W American AVE,Hilmar,Merced,95324,,,,,(209) 632-5822,01/01/1938,San Joaquin River Basin,"X045-X020-X028-XXXX, X045-X020-X029-XXXX, X045-X180-X006-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Raymond and Sue Quaresma Dairy,26290 S Union RD,Manteca,San Joaquin,95337,,,,,(209) 825-7774,01/01/1958,San Joaquin River Basin,X257-X120-XX03-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Vieira Valley Dairy LLC,511 Applegate RD,Atwater,Merced,95301,P.O. Box 635,Atwater,CA,95301,(209) 261-8113,01/01/1980,San Joaquin River Basin,"X056-X200-X004-XXXX, X056-X200-X024-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Valsigna Dairy,6071 Larson AVE,Hilmar,Merced,95324,P.O. Box 880,Hilmar,CA,95324,(209) 285-0001,07/01/2002,San Joaquin River Basin,X045-X220-X073-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Lima Ranch,13436 N Thornton RD,Lodi,San Joaquin,95242,,,,,(209) 334-5422,01/01/1932,San Joaquin River Basin,"X055-X130-XX01-XXXX, X055-X140-XX07-XXXX, X055-X140-XX09-XXXX",,,220,0,220,220,0,0,0,0,0,1480,1480,1480,0,220,220,220,600,0,600,600,495,0,495,495,Holstein,78.0,3015,,54199.7,669838.05,468886.64,111052.26,291212.54,747447.0,,,,,29035679.0,29035679.0,0.0,0.0,,,,,,,,,,
285,D & D Holsteins,26135 W Malta RD,Gustine,Merced,95322,,,,,(209) 826-1214,11/01/1986,San Joaquin River Basin,0070-0080-0062-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Martins Brothers Dairy,6041 Central AVE,Hilmar,Merced,95324,,,,,(209) 668-2495,01/01/1998,San Joaquin River Basin,0045-0060-0007-0000,,,300,0,300,300,30,0,30,30,0,1639,1639,1639,0,253,253,253,590,150,740,740,600,0,600,600,Holstein,70.0,3562,,60741.72,739889.48,517922.64,121866.5,313883.62,829900.5,,,,,22328864.0,20168864.0,0.0,2160000.0,,,,,,,,,,
287,Fire-Lake Jerseys,11301 W Bradbury RD,Turlock,Stanislaus,95380,P.O. Box 459,Hilmar,CA,95324,(209) 632-2924,01/01/1950,San Joaquin River Basin,"X058-X025-X004-XXXX, X058-X025-X005-XXXX",,,20,0,20,20,53,0,53,53,20,218,238,234,22,0,22,22,110,0,110,110,37,23,60,60,Jersey,54.0,499,,7710.41,96612.23,67628.56,15753.63,42353.35,115237.8,,,,,4760000.0,4760000.0,0.0,0.0,,,,,,,,,,
288,Dewit Dairy,6610 E Collier RD,Acampo,San Joaquin,95220,,,,,(209) 423-3783,06/01/1970,San Joaquin River Basin,"X005-X250-XX04-XXXX, X005-X250-XX57-XXXX",,,0,210,210,210,0,200,200,200,0,1400,1400,1400,0,120,120,120,375,0,375,375,0,295,295,295,Holstein,75.0,2600,,46626.74,586707.36,410695.15,96596.52,272711.92,686784.0,,,,,26720000.0,26720000.0,0.0,0.0,,,,,,,,,,
289,Woods Dairy- Existing,14250 N Devries RD,Lodi,San Joaquin,95242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PH RANCH #2,2618 S Highway 59,Merced,Merced,95340,,,,,(123) 000-0000,01/01/1974,San Joaquin River Basin,"X066-X100-X013-XXXX, X066-X100-X014-XXXX",,,0,0,0,0,0,0,0,0,0,631,700,631,0,85,110,85,0,0,0,0,0,0,0,0,Holstein,75.0,716,,17817.59,231978.56,162384.99,38764.63,122915.16,316652.1,,,,,42240000.0,42240000.0,0.0,0.0,,,,,,,,,,
291,P&D Dairy South,28399 W Husman RD,Gustine,Merced,95322,,,,,(209) 649-4967,01/01/1960,San Joaquin River Basin,X070-X060-X041-XXXX,,,200,0,200,0,0,0,0,0,0,150,150,150,0,0,0,0,0,0,0,0,700,0,700,700,Holstein,75.0,850,,13259.18,154260.71,107982.5,26127.44,41685.96,70627.5,,,,,25920000.0,25920000.0,0.0,0.0,,,,,,,,,,
292,ORNELLAS DAIRY,20749 S LAMMERS RD,TRACY,San Joaquin,95304,,,,,(209) 835-5204,01/01/1940,San Joaquin River Basin,"X209-X029-XX15-XXXX, X209-X029-XX16-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Nylund Dairy Farms,20723 Geer RD,Hilmar,Merced,95324,P.O. Box 1029,Hilmar,CA,95324,(209) 652-5424,01/01/1921,San Joaquin River Basin,"0045-0200-0034-0000, 0045-0200-0035-0000, 0045-0200-0037-0000, 0045-0200-0061-0000",,,0,180,180,180,0,300,300,300,0,2050,2050,2050,0,300,300,300,0,600,600,600,200,220,420,420,Holstein,75.0,3850,,69834.82,879333.42,615533.39,144629.23,399328.16,1034227.5,,,,,27940200.0,24900000.0,0.0,3040200.0,,,,,,,,,,
294,Gentle Breezes Dairy,4419 S Faith Home RD,Turlock,Stanislaus,95380,,,,,(209) 850-1841,01/01/1974,San Joaquin River Basin,"X058-X031-X003-XXXX, X058-X031-X021-XXXX",,,37,0,37,37,0,0,0,0,0,386,386,386,0,39,39,39,130,0,130,130,203,0,203,203,Jersey,65.0,795,,13406.14,167105.11,116973.58,27792.89,72654.55,190716.15,,,,,18525000.0,18525000.0,0.0,0.0,,,,,,,,,,
295,Frank Chaves and Sons Dairy #1,13080 E Harney LN,Lodi,San Joaquin,95240,,,,,(209) 368-1740,01/05/1940,San Joaquin River Basin,X063-X260-XX14-XXXX,,,30,0,30,30,0,0,0,0,0,500,500,500,0,100,100,100,140,0,140,140,150,0,150,150,Holstein,64.0,920,,16801.68,210390.67,147273.47,34717.29,93783.61,258420.0,,,,,5040000.0,5040000.0,0.0,0.0,,,,,,,,,,
296,Duivenvoorden Farms,19490 Draper Road,Cottonwood,Tehama,96022,,,,,(530) 567-8178,01/01/1963,Sacramento River Basin,0004-0140-0571-0000,,,5,0,10,5,5,0,10,5,35,0,40,35,6,0,10,6,5,0,10,5,0,0,0,0,Holstein,40.0,56,,941.97,12207.62,8545.33,1951.95,6012.97,17859.45,,,,,,0.0,0.0,0.0,,,,,,,,,,
297,Luis A. Pimentel Dairy,11375 Bruceville RD,Elk Grove,Sacramento,95758,,,,,(123) 000-0000,01/01/1953,Sacramento River Basin,X132-X240-X007-XXXX,,,59,0,59,59,0,0,0,0,0,260,260,260,35,0,35,35,23,0,23,23,81,0,81,81,Holstein,68.0,458,,8248.74,105672.91,73971.04,17342.11,49450.76,130469.25,,,,,7344000.0,7344000.0,0.0,0.0,,,,,,,,,,
298,Jordao Dairy,6025 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 656-8438,04/01/2007,San Joaquin River Basin,"X045-X030-X013-XXXX, X045-X030-X022-XXXX, X057-X004-X013-XXXX, X057-X004-X014-XXXX",,,175,0,175,175,155,0,155,155,0,875,875,875,0,90,90,90,255,0,255,255,400,0,400,400,Holstein,73.0,1950,,31451.95,392933.04,275053.13,64301.09,169295.2,432689.25,,,,,12220000.0,15720000.0,3500000.0,0.0,,,,,,,,,,
299,Double Cross #2,18637 E Bradbury RD,Turlock,Merced,95380,,,,,(209) 668-0807,01/01/1984,San Joaquin River Basin,"X045-X910-X001-XXXX, X045-X910-X004-XXXX",,,0,0,0,0,0,0,0,0,0,658,658,658,53,0,53,53,0,11,11,11,857,0,857,857,Jersey-Holstein Cross,64.0,1579,,24787.09,306667.76,214667.43,51462.76,123419.24,322006.65,,,,,23535000.0,28980000.0,5445000.0,0.0,,,,,,,,,,
300,Vista Verde Dairy,8923 Bliss RD,Chowchilla,Merced,93610,,,,,(209) 631-2084,12/01/1980,San Joaquin River Basin,"X075-X020-X025-XXXX, X075-X060-X011-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"Gioletti, Inc.",10007 Fulkerth RD,Ceres,Stanislaus,95307,,,,,(209) 656-9703,01/01/1940,San Joaquin River Basin,X022-X021-X005-XXXX,,,130,0,140,130,0,0,0,0,1,0,1,1,125,0,140,125,400,0,500,400,150,0,200,150,Holstein,1.0,806,,7764.83,81880.0,57316.0,12351.31,146.18,29214.6,,,,,15435000.0,28927500.0,13492500.0,0.0,,,,,,,,,,
302,Joe & Teresa Soares Dairy #1,11076 Vincent RD,Turlock,Merced,95380,P.O. Box 189,Delhi,CA,95135,(209) 652-2990,01/01/1950,San Joaquin River Basin,X041-X162-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Double Diamond Dairy,505 E Washington RD,El Nido,Merced,95317,,,,,(209) 564-2000,11/17/1999,San Joaquin River Basin,X075-X740-X001-XXXX,,,910,0,940,910,988,0,1000,988,0,4790,4800,4790,0,700,720,700,1065,0,1150,1065,930,0,1000,930,Holstein,86.0,9383,,168024.03,2138134.99,1496694.49,349350.54,967681.68,2416336.5,,,,,236446514.0,236446514.0,0.0,0.0,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,A&C MACHADO DAIRY #2,619 S. Vincent Road,Turlock,Stanislaus,95380,,,,,(209) 632-7225,06/01/1955,San Joaquin River Basin,"0024-0009-0016-0000, 0024-0009-0027-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Hawkins Ranch,5301 N De Angelis RD,Stevinson,Merced,95374,,,,,(209) 634-4908,01/01/1940,San Joaquin River Basin,X055-X010-X007-XXXX,,,0,538,538,538,0,688,688,688,0,0,0,0,0,0,0,0,0,0,0,0,607,0,607,607,Holstein,1.0,1833,,10197.66,120252.9,84177.03,14178.57,1.0,0.0,,,,,9608969.0,0.0,0.0,9608969.0,,,,,,,,,,
307,Belo Ranches,238 S Buhach RD,Merced,Merced,95342,,,,,(209) 777-3145,01/01/1940,San Joaquin River Basin,X215-X140-X005-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Martins View Jersey Dairy, INC",1369 S Hunt RD,Gustine,Merced,95322,,,,,(209) 678-2208,01/01/1941,San Joaquin River Basin,0063-0050-0028-0000,,,0,0,0,0,0,0,0,0,0,1375,1375,1300,135,0,195,155,50,0,50,50,0,0,0,0,Jersey,65.0,1505,,35093.19,459052.64,321336.85,76514.19,244691.49,647747.25,,,,,11826694.0,9861840.0,0.0,1964854.0,,,,,,,,,,
309,"G.J. Silva Dairy, Inc.",3107 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 634-9091,06/01/1961,San Joaquin River Basin,"0058-0015-0004-0000, 0058-0015-0010-0000, 0058-0016-0015-0000, 0058-0030-0001-0000, 0058-0031-0001-0000, 0058-0031-0010-0000",,,0,0,500,500,500,0,500,500,0,2200,2200,2200,0,200,200,200,1705,0,1705,1705,1705,0,1705,1705,Holstein,75.0,6810,,96967.92,1165924.28,816147.0,191210.93,428547.3,1081860.0,,,,,43521000.0,43521000.0,0.0,0.0,,,,,,,,,,
310,Vierra Dairy Farms #2,22682 W Williams AVE,Hilmar,Merced,95324,P.O. Box 1131,Turlock,CA,95381,(209) 668-0343,01/01/1970,San Joaquin River Basin,X045-X190-X032-XXXX,,,0,0,0,0,0,0,0,0,0,474,480,474,0,0,0,0,0,0,0,0,798,0,798,798,Holstein,65.0,1272,,19434.48,231063.7,161744.59,39059.89,89218.28,223182.9,,,,,4950000.0,4950000.0,0.0,0.0,,,,,,,,,,
311,Gentle Breezes Dairy,4419 S Faith Home RD,Turlock,Stanislaus,95380,,,,,(209) 850-1841,01/01/1974,San Joaquin River Basin,"X058-X031-X003-XXXX, X058-X031-X021-XXXX",,,37,0,37,37,0,0,0,0,0,386,386,386,0,39,39,39,130,0,130,130,203,0,203,203,Jersey,65.0,795,,13406.14,167105.11,116973.58,27792.89,72654.55,190716.15,,,,,18525000.0,18525000.0,0.0,0.0,,,,,,,,,,
312,Martin Family Dairy,11401 N DAVIS RD,LODI,San Joaquin,95242,P.O. Box 7976,Stockton,CA,95267,(209) 329-1786,12/01/2007,San Joaquin River Basin,"X055-X210-X030-XXXX, X055-X210-X080-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
313,Joe Alves & Son Dairy,13745 Newport RD,Turlock,Merced,95380,,,,,(123) 000-0000,01/01/1978,San Joaquin River Basin,X041-X110-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Frank J Borges Dairy,8350 E Brady RD,Manteca,San Joaquin,95337,,,,,(209) 545-9303,01/01/1960,San Joaquin River Basin,"X257-X220-X004-XXXX, X257-X220-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,20508 W Cotton RD,Los Banos,Merced,93635,,,,,(209) 826-2074,09/01/1951,San Joaquin River Basin,"0083-0220-0019-0000, 0088-0081-0002-0000, 0088-0100-0070-0000, 0088-0230-0002-0000",,,0,30,40,30,0,0,22,18,0,400,400,390,0,65,65,60,122,0,130,120,139,0,145,130,,75.0,748,,13741.33,170918.24,119642.77,28327.39,75969.75,197428.5,,,,,2280000.0,2280000.0,0.0,0.0,,,,,,,,,,
316,De Jong Bros Dairy,11006 East AVE,Ballico,Merced,95303,,,,,(209) 632-7740,02/01/1981,San Joaquin River Basin,X042-X030-X026-XXXX,,,200,0,200,200,0,0,0,0,0,1325,1325,1325,200,0,200,200,400,0,400,400,600,0,600,600,Holstein,80.0,2725,,48800.68,606330.23,424431.16,100569.75,262454.98,669866.25,,,,,38580000.0,38580000.0,0.0,0.0,,,,,,,,,,
317,Frank Teicheira and Son,27527 S Airport WAY,Manteca,San Joaquin,95337,,,,,(209) 823-5844,01/01/1950,San Joaquin River Basin,"X257-XX04-XX14-XXXX, X257-XX04-XX15-XXXX, X257-XX04-XX16-XXXX, X257-XX04-XX17-XXXX, X257-XX04-XXX1-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
318,3A Teixeira,12926 N Vincent RD,Turlock,Merced,95380,,,,,(209) 968-0610,01/01/1940,San Joaquin River Basin,X041-X130-X049-XXXX,,,110,0,110,110,0,0,0,0,0,826,826,826,0,140,140,140,190,0,190,190,235,0,235,235,Jersey-Holstein Cross,70.0,1501,,27630.38,348527.46,243969.22,57494.08,158186.62,421115.1,,,,,28731000.0,28731000.0,0.0,0.0,,,,,,,,,,
319,Alamo Dairy,1500 Fulkerth RD,Crows Landing,Stanislaus,95313,P.O. Box 99,Keyes,CA,95328,(209) 667-5735,01/01/1980,San Joaquin River Basin,"X022-X033-X007-XXXX, XO22-X035-X012-XXXX",,,600,0,600,600,0,600,600,600,0,1000,1400,1000,0,600,600,600,1200,0,1200,1200,1200,0,1200,1200,Holstein,75.0,5200,,62363.4,741632.4,519142.68,115522.76,194794.23,608820.0,,,,,37695526.0,0.0,0.0,37695526.0,,,,,,,,,,
320,Alves and Son Dairy #2,13831 East Ave. AVE,Turlock,Merced,95380,,,,,(209) 585-8221,09/01/1985,San Joaquin River Basin,"X041-X090-X004-XXXX, X041-X110-X027-XXXX, X041-X110-X028-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,N & C Silveira Dairy,6025 Hultberg RD,Turlock,Stanislaus,95380,,,,,(209) 668-2728,01/01/1970,San Joaquin River Basin,X057-X170-X006-XXXX,,,0,30,30,30,0,0,0,0,0,832,832,832,0,29,29,29,0,20,20,20,0,0,0,0,Jersey,60.0,911,,21043.3,274993.04,192495.13,46019.93,153869.44,398415.75,,,,,8502890.0,6450000.0,0.0,2052890.0,,,,,,,,,,
322,Vierra Heifer Ranch (Formerly Vierra Dairy Farms #4),25511 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0343,11/01/1980,San Joaquin River Basin,X045-X020-X006-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,200,286,286,0,0,0,0,Holstein,1.0,286,,2942.74,27141.4,18998.98,4593.16,1.0,0.0,,,,,2664000.0,2664000.0,0.0,0.0,,,,,,,,,,
323,Pinheiro and Deniz Dairy,2630 County Road T,Glenn,Glenn,95943,,,,,(530) 934-4420,01/01/1946,Sacramento River Basin,"0019-0150-0012-0000, 0019-0150-0013-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,29120,,,,,,,,063-050-026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Jose V Silveira Dairy,10652 Newsom RD,Gustine,Merced,95322,,,,,(209) 854-1914,01/01/1920,San Joaquin River Basin,"X070-X070-X035-XXXX, X070-X070-X036-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,10837,,,,,(916) 870-0419,,,"X132-X132-X027-XXXX,, X132-X132-X038-XXXX",,,0,0,0,0,0,0,0,0,16,0,16,16,0,0,0,0,15,0,15,15,90,0,90,90,,,121,,,,,,,,,,,,,,,,,,,,,,,,,
327,AJ Borba Holsteins,6275 Mitchell RD,Hilmar,Merced,95324,P.O. Box 670,Hilmar,CA,95324,(209) 656-1011,01/01/1935,San Joaquin River Basin,"X045-X050-X005-XXXX, X045-X050-X007-XXXX, X045-X080-X002-XXXX",,,0,210,210,210,0,225,225,225,0,1410,1410,1410,0,330,330,330,0,525,525,525,0,650,650,650,Holstein,74.0,3350,,54420.78,675501.29,472850.9,110040.12,273733.49,739782.0,,,,,30084000.0,30084000.0,0.0,0.0,,,,,,,,,,
328,Staas Farms Inc.,4501 Virginia Road,Marysville,Yuba,95901,,,,,(530) 742-3668,07/01/1974,Sacramento River Basin,0014-0230-0123-0000,,,0,400,400,400,300,0,300,300,0,850,850,850,0,350,350,350,0,350,350,350,0,350,350,350,Jersey,65.0,2600,,32402.71,408081.98,285657.39,63571.98,146840.68,480705.0,,,,,82660000.0,82660000.0,0.0,0.0,,,,,,,,,,
329,John & Nicole Santos Dairy #2,5245 S HWY 33,Gustine,Merced,95322,,,,,(209) 993-8662,01/01/1942,San Joaquin River Basin,X063-X240-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Correia Family Dairy,26380 W Fahey RD,Gustine,Merced,95322,,,,,(209) 652-0029,01/01/1984,Sacramento River Basin,X020-X270-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,M & A Dairy #2,13459 S Turner Island RD,Dos Palos,Merced,93620,,,,,(209) 769-8316,01/01/1950,San Joaquin River Basin,X073-X190-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"Dutra Farms, Inc.",5496 W Ripon RD,Manteca,San Joaquin,95337,,,,,(209) 479-4502,01/01/1950,San Joaquin River Basin,"0257-0001-0003-0000, 0257-0002-0001-0000, 0257-0002-0002-0000, 0257-0002-0007-0000",,,200,0,200,200,200,0,200,200,0,1300,1300,1300,230,0,230,230,700,0,700,700,600,0,600,600,Holstein,70.0,3230,,50123.62,621779.13,435245.39,101675.28,248961.99,664993.5,,,,,7152000.0,7152000.0,0.0,0.0,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Amaral Dairy Farms,7706 Tegner RD,Hilmar,Merced,95324,,,,,(209) 652-9197,01/01/1926,San Joaquin River Basin,X045-X200-X005-XXXX,,,0,0,0,0,0,30,30,30,0,221,221,221,0,36,36,36,0,0,0,0,0,38,38,38,Holstein,68.0,325,,6574.39,85149.97,59604.98,14009.12,42033.15,112336.05,,,,,5770000.0,2250000.0,0.0,3520000.0,,,,,,,,,,
335,Leo and Ida Martin Dairy,7266 Lindsay AVE,Orland,Glenn,95963,,,,,(530) 865-9425,01/01/1970,Sacramento River Basin,0037-0120-0005-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
336,DAVID & SAM WALLACE,17994 S TERCEIRA RD,LOS BANOS,Merced,93635,,,,,(209) 826-8967,01/01/1950,San Joaquin River Basin,"0454-0120-0009-0000, 0454-0140-0006-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,J & J Toste Dairy Inc.,2207 S walnut RD,Turlock,Stanislaus,95380,,,,,(209) 632-1921,10/05/1966,San Joaquin River Basin,X044-X015-X032-XXXX,,,100,0,200,100,0,0,0,0,0,310,620,310,42,0,85,42,200,0,200,200,200,0,200,200,Holstein,70.0,852,,12805.69,154702.83,108291.98,25398.26,59367.86,155621.4,,,,,8775000.0,8775000.0,0.0,0.0,,,,,,,,,,
338,Antonio Azevedo Dairy # 4,1257 W Roosevelt RD,El Nido,Merced,95317,,,,,(209) 723-0562,12/17/1988,San Joaquin River Basin,X074-X110-X026-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,JOHAL DAIRY,315 N PRAIRIE FLOWER ROAD,TURLOCK,Stanislaus,95380,,,,,(209) 634-7817,02/15/1992,San Joaquin River Basin,X022-X045-X032-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Machado Dairy Farms #2,19405 E Mariposa RD,Stockton,San Joaquin,95215,P.O. Box 4430,Manteca,CA,95337,(209) 602-3474,01/01/1970,San Joaquin River Basin,0205-0020-0002-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,De Jager Dairy #2 North,11140 Ivy AVE,Chowchilla,Merced,93610,,,,,(209) 769-5496,01/01/1996,San Joaquin River Basin,"X075-X080-X032-XXXX, X075-X080-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,California Dairy Farms-Howard,2363 N Howard RD,Livingston,Merced,95334,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,12/01/1986,San Joaquin River Basin,"X049-X090-X005-XXXX, X049-X090-X006-XXXX, X049-X090-X013-XXXX",,,1000,0,1000,1000,0,0,0,0,0,4500,4500,4500,0,750,750,750,1500,0,1500,1500,2500,0,2500,2500,Jersey,60.0,10250,,159664.7,2007734.75,1405414.33,328724.73,832226.52,2291287.5,,,,,33639000.0,33639000.0,0.0,0.0,,,,,,,,,,
343,Edwin H. Smith and Sons Dairy,4836 N Quincy RD,Denair,Stanislaus,95316,,,,,(123) 000-0000,01/01/1940,San Joaquin River Basin,"X045-X057-X009-XXXX, X045-X057-X019-XXXX",,,77,0,102,77,87,0,109,87,0,923,950,923,110,0,137,110,336,0,365,336,175,0,190,175,Holstein,68.0,1708,,30613.11,383672.52,268570.76,63334.28,175550.19,459889.05,,,,,17986975.0,17986975.0,0.0,0.0,,,,,,,,,,
344,Triangle S Dairy LLC,5600 W Palm AVE,Winton,Merced,95388,,,,,(209) 358-9201,08/01/1969,San Joaquin River Basin,"0052-0040-0067-0000, 0052-0090-0002-0000, 0052-0090-0021-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,KISST DAIRY #1,20000 CEDAR AVE,TRACY,San Joaquin,95304,P.O. Box 300,Ripon,CA,95366,(209) 481-1188,10/01/1992,San Joaquin River Basin,"X213-X190-XX09-XXXX, X213-X190-XX16-XXXX, X213-X190-XX17-XXXX",,,300,0,300,300,0,0,0,0,0,1000,1000,1000,0,70,70,70,900,0,900,900,800,0,800,800,Holstein,85.0,3070,,45543.93,547832.0,383482.4,91082.36,201364.23,486946.5,,,,,13380000.0,13380000.0,0.0,0.0,,,,,,,,,,
346,Kooistra Dairy,5837 Hultberg RD,Turlock,Stanislaus,95380,,,,,(209) 632-2311,05/01/1980,San Joaquin River Basin,"X045-X013-X026-XXXX, X057-X017-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
