,index,Unnamed: 0,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
311,311,311,Gentle Breezes Dairy,4419 S Faith Home RD,Turlock,Stanislaus,95380,,,,,(209) 850-1841,01/01/1974,San Joaquin River Basin,"X058-X031-X003-XXXX, X058-X031-X021-XXXX",37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,386.0,386.0,386.0,0.0,39.0,39.0,39.0,130.0,0.0,130.0,130.0,203.0,0.0,203.0,203.0,Jersey,65.0,795.0,13406.14,167105.11,116973.58,27792.89,72654.55,190716.15,18525000.0,18525000.0,0.0,0.0,"4419 S Faith Home RD, Turlock, CA 95380",37.45134,-120.92409
312,312,312,Martin Family Dairy,11401 N DAVIS RD,LODI,San Joaquin,95242,P.O. Box 7976,Stockton,CA,95267,(209) 329-1786,12/01/2007,San Joaquin River Basin,"X055-X210-X030-XXXX, X055-X210-X080-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"11401 N DAVIS RD, LODI, CA 95242",38.06912,-121.33347
315,315,315,,20508 W Cotton RD,Los Banos,Merced,93635,,,,,(209) 826-2074,09/01/1951,San Joaquin River Basin,"0083-0220-0019-0000, 0088-0081-0002-0000, 0088-0100-0070-0000, 0088-0230-0002-0000",0.0,30.0,40.0,30.0,0.0,0.0,22.0,18.0,0.0,400.0,400.0,390.0,0.0,65.0,65.0,60.0,122.0,0.0,130.0,120.0,139.0,0.0,145.0,130.0,,75.0,748.0,13741.33,170918.24,119642.77,28327.39,75969.75,197428.5,2280000.0,2280000.0,0.0,0.0,"20508 W Cotton RD, Los Banos, CA 93635",37.0158,-120.86512
316,316,316,De Jong Bros Dairy,11006 East AVE,Ballico,Merced,95303,,,,,(209) 632-7740,02/01/1981,San Joaquin River Basin,X042-X030-X026-XXXX,200.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,1325.0,1325.0,1325.0,200.0,0.0,200.0,200.0,400.0,0.0,400.0,400.0,600.0,0.0,600.0,600.0,Holstein,80.0,2725.0,48800.68,606330.23,424431.16,100569.75,262454.98,669866.25,38580000.0,38580000.0,0.0,0.0,"11006 East AVE, Ballico, CA 95303",37.50078,-120.68417
317,317,317,Frank Teicheira and Son,27527 S Airport WAY,Manteca,San Joaquin,95337,,,,,(209) 823-5844,01/01/1950,San Joaquin River Basin,"X257-XX04-XX14-XXXX, X257-XX04-XX15-XXXX, X257-XX04-XX16-XXXX, X257-XX04-XX17-XXXX, X257-XX04-XXX1-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"27527 S Airport WAY, Manteca, CA 95337",37.70661,-121.24572
318,318,318,3A Teixeira,12926 N Vincent RD,Turlock,Merced,95380,,,,,(209) 968-0610,01/01/1940,San Joaquin River Basin,X041-X130-X049-XXXX,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,826.0,826.0,826.0,0.0,140.0,140.0,140.0,190.0,0.0,190.0,190.0,235.0,0.0,235.0,235.0,Jersey-Holstein Cross,70.0,1501.0,27630.38,348527.46,243969.22,57494.08,158186.62,421115.1,28731000.0,28731000.0,0.0,0.0,"12926 N Vincent RD, Turlock, CA 95380",37.47662,-120.77572
319,319,319,Alamo Dairy,1500 Fulkerth RD,Crows Landing,Stanislaus,95313,P.O. Box 99,Keyes,CA,95328,(209) 667-5735,01/01/1980,San Joaquin River Basin,"X022-X033-X007-XXXX, XO22-X035-X012-XXXX",600.0,0.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,1000.0,1400.0,1000.0,0.0,600.0,600.0,600.0,1200.0,0.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,Holstein,75.0,5200.0,62363.4,741632.4,519142.68,115522.76,194794.23,608820.0,37695526.0,0.0,0.0,37695526.0,"1500 Fulkerth RD, Crows Landing, CA 95313",37.50404,-121.01614
321,321,321,N & C Silveira Dairy,6025 Hultberg RD,Turlock,Stanislaus,95380,,,,,(209) 668-2728,01/01/1970,San Joaquin River Basin,X057-X170-X006-XXXX,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,832.0,832.0,832.0,0.0,29.0,29.0,29.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,Jersey,60.0,911.0,21043.3,274993.04,192495.13,46019.93,153869.44,398415.75,8502890.0,6450000.0,0.0,2052890.0,"6025 Hultberg RD, Turlock, CA 95380",37.43532,-120.89702
322,322,322,Vierra Heifer Ranch (Formerly Vierra Dairy Farms #4),25511 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0343,11/01/1980,San Joaquin River Basin,X045-X020-X006-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,200.0,286.0,286.0,0.0,0.0,0.0,0.0,Holstein,1.0,286.0,2942.74,27141.4,18998.98,4593.16,1.0,0.0,2664000.0,2664000.0,0.0,0.0,"25511 American AVE, Hilmar, CA 95324",37.41031,-120.95197
327,327,327,AJ Borba Holsteins,6275 Mitchell RD,Hilmar,Merced,95324,P.O. Box 670,Hilmar,CA,95324,(209) 656-1011,01/01/1935,San Joaquin River Basin,"X045-X050-X005-XXXX, X045-X050-X007-XXXX, X045-X080-X002-XXXX",0.0,210.0,210.0,210.0,0.0,225.0,225.0,225.0,0.0,1410.0,1410.0,1410.0,0.0,330.0,330.0,330.0,0.0,525.0,525.0,525.0,0.0,650.0,650.0,650.0,Holstein,74.0,3350.0,54420.78,675501.29,472850.9,110040.12,273733.49,739782.0,30084000.0,30084000.0,0.0,0.0,"6275 Mitchell RD, Hilmar, CA 95324",37.38144,-120.94619
328,328,328,Staas Farms Inc.,4501 Virginia Road,Marysville,Yuba,95901,,,,,(530) 742-3668,07/01/1974,Sacramento River Basin,0014-0230-0123-0000,0.0,400.0,400.0,400.0,300.0,0.0,300.0,300.0,0.0,850.0,850.0,850.0,0.0,350.0,350.0,350.0,0.0,350.0,350.0,350.0,0.0,350.0,350.0,350.0,Jersey,65.0,2600.0,32402.71,408081.98,285657.39,63571.98,146840.68,480705.0,82660000.0,82660000.0,0.0,0.0,"4501 Virginia Road, Marysville, CA 95901",39.08563,-121.48699
332,332,332,"Dutra Farms, Inc.",5496 W Ripon RD,Manteca,San Joaquin,95337,,,,,(209) 479-4502,01/01/1950,San Joaquin River Basin,"0257-0001-0003-0000, 0257-0002-0001-0000, 0257-0002-0002-0000, 0257-0002-0007-0000",200.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,0.0,1300.0,1300.0,1300.0,230.0,0.0,230.0,230.0,700.0,0.0,700.0,700.0,600.0,0.0,600.0,600.0,Holstein,70.0,3230.0,50123.62,621779.13,435245.39,101675.28,248961.99,664993.5,7152000.0,7152000.0,0.0,0.0,"5496 W Ripon RD, Manteca, CA 95337",37.73736,-121.23842
334,334,334,Amaral Dairy Farms,7706 Tegner RD,Hilmar,Merced,95324,,,,,(209) 652-9197,01/01/1926,San Joaquin River Basin,X045-X200-X005-XXXX,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,221.0,221.0,221.0,0.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,Holstein,68.0,325.0,6574.39,85149.97,59604.98,14009.12,42033.15,112336.05,5770000.0,2250000.0,0.0,3520000.0,"7706 Tegner RD, Hilmar, CA 95324",37.4007,-120.88641
335,335,335,Leo and Ida Martin Dairy,7266 Lindsay AVE,Orland,Glenn,95963,,,,,(530) 865-9425,01/01/1970,Sacramento River Basin,0037-0120-0005-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"7266 Lindsay AVE, Orland, CA 95963",39.77765,-122.11169
337,337,337,J & J Toste Dairy Inc.,2207 S walnut RD,Turlock,Stanislaus,95380,,,,,(209) 632-1921,10/05/1966,San Joaquin River Basin,X044-X015-X032-XXXX,100.0,0.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,310.0,620.0,310.0,42.0,0.0,85.0,42.0,200.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,Holstein,70.0,852.0,12805.69,154702.83,108291.98,25398.26,59367.86,155621.4,8775000.0,8775000.0,0.0,0.0,"2207 S walnut RD, Turlock, CA 95380",37.47152,-120.86761
342,342,342,California Dairy Farms-Howard,2363 N Howard RD,Livingston,Merced,95334,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,12/01/1986,San Joaquin River Basin,"X049-X090-X005-XXXX, X049-X090-X006-XXXX, X049-X090-X013-XXXX",1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,0.0,750.0,750.0,750.0,1500.0,0.0,1500.0,1500.0,2500.0,0.0,2500.0,2500.0,Jersey,60.0,10250.0,159664.7,2007734.75,1405414.33,328724.73,832226.52,2291287.5,33639000.0,33639000.0,0.0,0.0,"2363 N Howard RD, Livingston, CA 95334",37.32356,-120.78881
343,343,343,Edwin H. Smith and Sons Dairy,4836 N Quincy RD,Denair,Stanislaus,95316,,,,,(123) 000-0000,01/01/1940,San Joaquin River Basin,"X045-X057-X009-XXXX, X045-X057-X019-XXXX",77.0,0.0,102.0,77.0,87.0,0.0,109.0,87.0,0.0,923.0,950.0,923.0,110.0,0.0,137.0,110.0,336.0,0.0,365.0,336.0,175.0,0.0,190.0,175.0,Holstein,68.0,1708.0,30613.11,383672.52,268570.76,63334.28,175550.19,459889.05,17986975.0,17986975.0,0.0,0.0,"4836 N Quincy RD, Denair, CA 95316",37.53845,-120.81609
345,345,345,KISST DAIRY #1,20000 CEDAR AVE,TRACY,San Joaquin,95304,P.O. Box 300,Ripon,CA,95366,(209) 481-1188,10/01/1992,San Joaquin River Basin,"X213-X190-XX09-XXXX, X213-X190-XX16-XXXX, X213-X190-XX17-XXXX",300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,70.0,70.0,70.0,900.0,0.0,900.0,900.0,800.0,0.0,800.0,800.0,Holstein,85.0,3070.0,45543.93,547832.0,383482.4,91082.36,201364.23,486946.5,13380000.0,13380000.0,0.0,0.0,"20000 CEDAR AVE, TRACY, CA 95304",37.77813,-121.34758
347,347,347,Diamond B Dairy,3137 E Tuolumne RD,Ceres,Stanislaus,95307,,,,,(209) 652-3681,01/01/1945,San Joaquin River Basin,"X022-X017-X005-XXXX, X022-X019-X004-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,665.0,665.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,183.0,199.0,0.0,199.0,199.0,Holstein,76.0,1047.0,21296.46,265402.06,185781.44,45017.94,129975.07,313115.25,10278000.0,10278000.0,0.0,0.0,"3137 E Tuolumne RD, Ceres, CA 95307",37.51634,-120.93573
348,348,348,Double Cross #5 (Formerly CMA Livestock),19051 W Williams RD,Hilmar,Merced,95324,P.O. Box 820,Hilmar,CA,95324,(209) 668-0867,01/01/1982,San Joaquin River Basin,X045-X220-X063-XXXX,425.0,0.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,58.0,0.0,626.0,626.0,626.0,1269.0,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,Jersey,69.0,2378.0,23444.54,275753.65,193027.56,40272.97,11069.43,171258.0,31744500.0,31744500.0,0.0,0.0,"19051 W Williams RD, Hilmar, CA 95324",37.38942,-120.83263
349,349,349,,9120 Crowslanding Rd,Crowslanding,Stanislaus,95313,P.O. Box 684,Ceres,CA,95307,(209) 312-3014,01/01/1940,San Joaquin River Basin,0011-0037-0001-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"9120 Crowslanding Rd, Crowslanding, CA 95313",37.50537,-120.99426
350,350,350,Reis Dairy,6730 W Harding RD,Turlock,Stanislaus,95380,,,,,(209) 634-9091,01/01/1950,San Joaquin River Basin,"X058-X031-X001-XXXX, X058-X031-X025-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,1800000.0,1800000.0,0.0,0.0,"6730 W Harding RD, Turlock, CA 95380",37.46173,-120.92403
351,351,351,Judith Pond Property,10300 Dillard RD,Wilton,Sacramento,95693,,,,,(916) 682-7687,01/01/1970,Sacramento River Basin,X134-X230-X020-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,1620000.0,1620000.0,0.0,0.0,"10300 Dillard RD, Wilton, CA 95693",38.38308,-121.28814
352,352,352,Hillside Farms (Silveira Dairy),3719 County Rd. C,Orland,Glenn,95963,,,,,(530) 865-1337,01/01/1985,Sacramento River Basin,0024-0002-0007-0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,500.0,300.0,0.0,300.0,300.0,,1.0,800.0,8428.55,75920.0,53144.0,12848.0,3500.0,0.0,,0.0,0.0,0.0,"3719 County Rd. C, Orland, CA 95963",39.68553,-122.27268
354,354,354,Couto Dairy,1980 County Road QQ,Willows,Glenn,95988,,,,,(530) 570-9430,03/15/1963,Sacramento River Basin,0016-0190-0006-0000,50.0,0.0,55.0,50.0,50.0,0.0,55.0,50.0,0.0,310.0,325.0,310.0,30.0,0.0,35.0,35.0,75.0,0.0,80.0,75.0,75.0,0.0,80.0,75.0,,50.0,595.0,9494.74,120186.68,84130.68,19465.33,55294.46,154011.75,8964000.0,8964000.0,0.0,0.0,"1980 County Road QQ, Willows, CA 95988",39.5366,-122.11909
357,357,357,Borges Dairy LLC (former John & Teresa Borges Dairy),25834 Kasson RD,Tracy,San Joaquin,95304,,,,,(209) 652-1126,01/01/1938,San Joaquin River Basin,X239-XX15-X001-XXXX,50.0,0.0,60.0,50.0,45.0,0.0,50.0,45.0,0.0,400.0,420.0,400.0,58.0,0.0,60.0,58.0,115.0,0.0,120.0,115.0,120.0,0.0,125.0,120.0,Holstein,65.0,788.0,13656.21,168824.12,118176.88,27661.45,75289.69,201677.1,16067541.0,16067541.0,0.0,0.0,"25834 Kasson RD, Tracy, CA 95304",37.72201,-121.32216
360,360,360,Full Circle Dairy,6800 East AVE,Ballico,Merced,95303,,,,,(209) 605-0235,01/01/2001,San Joaquin River Basin,"X042-X040-X028-XXXX, X042-X040-X029-XXXX, X042-X040-X034-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,550.0,550.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,50.0,0.0,50.0,50.0,Jersey-Holstein Cross,40.0,700.0,13572.04,173375.46,121362.82,28981.42,94489.57,258967.5,9792000.0,9792000.0,0.0,0.0,"6800 East AVE, Ballico, CA 95303",37.4929,-120.60996
362,362,362,Vander Meulen Dairy,20250 Avena RD,Escalon,San Joaquin,95320,,,,,(209) 838-2606,01/01/1970,San Joaquin River Basin,0205-0110-0001-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,Holstein,1.0,200.0,1860.76,18980.0,13286.0,3212.0,1.0,0.0,,0.0,0.0,0.0,"20250 Avena RD, Escalon, CA 95320",37.83957,-121.05719
364,364,364,Alfred C. Nunes Dairy,5119 S Morgan RD,Turlock,Stanislaus,95380,,,,,(209) 632-6636,01/01/1976,San Joaquin River Basin,0057-0002-0010-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,900.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,77.0,1010.0,25437.4,331584.19,232108.93,55527.46,176497.4,449059.5,15480000.0,15480000.0,0.0,0.0,"5119 S Morgan RD, Turlock, CA 95380",37.44718,-120.97868
365,365,365,GJC Dairy #1,2401 Newman RD,Turlock,Stanislaus,95380,P.O. Box 2397,Turlock,CA,95381,(209) 668-2244,11/01/1985,San Joaquin River Basin,X058-X014-X018-XXXX,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,0.0,96.0,96.0,96.0,50.0,0.0,50.0,50.0,250.0,0.0,250.0,250.0,Holstein,73.0,1146.0,20317.32,257645.09,180351.56,42247.23,116088.14,304585.2,3780000.0,3780000.0,0.0,0.0,"2401 Newman RD, Turlock, CA 95380",37.47088,-120.92856
366,366,366,Pimentel Dairy,11391 Franklin BLVD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,07/03/1953,Sacramento River Basin,X132-X251-X007-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,350.0,0.0,30.0,30.0,30.0,100.0,0.0,100.0,100.0,80.0,0.0,80.0,80.0,Holstein,62.0,560.0,10884.69,135643.55,94950.49,22695.74,65188.63,171696.0,11487000.0,11487000.0,0.0,0.0,"11391 Franklin BLVD, Elk Grove, CA 95757",38.34691,-121.44178
367,367,367,Tiberio Azevedo Dairy,21480 August AVE,Hilmar,Merced,95324,,,,,(209) 678-3074,01/01/1980,San Joaquin River Basin,X045-X140-X049-XXXX,74.0,0.0,74.0,74.0,120.0,0.0,120.0,120.0,0.0,807.0,807.0,807.0,102.0,0.0,102.0,102.0,452.0,0.0,452.0,452.0,208.0,0.0,208.0,208.0,Holstein,70.0,1763.0,29829.54,361814.14,253269.9,59577.51,154547.95,403430.85,25367500.0,6370000.0,0.0,18997500.0,"21480 August AVE, Hilmar, CA 95324",37.42186,-120.87709
368,368,368,Silva Bros # 3,5601 Escalon-Bellota RD,Farmington,San Joaquin,95320,,,,,(209) 607-7197,01/01/1975,San Joaquin River Basin,X187-X110-XX07-XXXX,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,350.0,350.0,350.0,50.0,0.0,50.0,50.0,160.0,0.0,160.0,160.0,160.0,0.0,160.0,160.0,Holstein,71.0,820.0,13244.67,162523.1,113766.17,26676.04,67258.18,176295.0,18360000.0,18360000.0,0.0,0.0,"5601 Escalon-Bellota RD, Farmington, CA 95320",37.92116,-120.99711
369,369,369,California State University Chico Research Foundation,311 Nicholas C. Schouten Lane,Chico,Butte,95928,,,,,(530) 898-6343,08/15/1963,Sacramento River Basin,"0039-0080-0030-0000, 0039-0220-0025-0000",10.0,0.0,15.0,10.0,15.0,0.0,20.0,15.0,80.0,0.0,85.0,80.0,10.0,0.0,15.0,10.0,15.0,0.0,20.0,15.0,15.0,0.0,20.0,15.0,Jersey,60.0,145.0,2467.37,31552.34,22086.64,5129.55,14795.14,39967.5,,0.0,0.0,0.0,"311 Nicholas C. Schouten Lane, Chico, CA 95928",39.69263,-121.82294
370,370,370,Clauss Dairy Farms,21670 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,"0045-0170-0013-0000, 0045-0170-0017-0000, 0045-0170-0023-0000",607.0,0.0,607.0,607.0,0.0,692.0,692.0,692.0,0.0,2133.0,2133.0,2133.0,0.0,319.0,319.0,319.0,0.0,125.0,125.0,125.0,0.0,32.0,32.0,32.0,Jersey,51.0,3908.0,60076.7,792674.39,554872.07,124572.7,381862.94,1077677.1,50516500.0,53115950.0,6097450.0,3498000.0,"21670 W Bloss AVE, Hilmar, CA 95324",37.40488,-120.88071
371,371,371,Jordao Dairy,6025 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 656-8438,04/01/2007,San Joaquin River Basin,"X045-X030-X013-XXXX, X045-X030-X022-XXXX, X057-X004-X013-XXXX, X057-X004-X014-XXXX",175.0,0.0,175.0,175.0,155.0,0.0,155.0,155.0,0.0,875.0,875.0,875.0,0.0,90.0,90.0,90.0,255.0,0.0,255.0,255.0,400.0,0.0,400.0,400.0,Holstein,73.0,1950.0,31451.95,392933.04,275053.13,64301.09,169295.2,432689.25,12220000.0,15720000.0,3500000.0,0.0,"6025 S Central AVE, Turlock, CA 95380",37.43594,-120.96304
373,373,373,J-S Jimenez Dairy,3928 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 656-0316,06/01/2007,San Joaquin River Basin,X044-X013-X005-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,183.0,183.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,68.0,225.0,5264.65,68477.95,47934.57,11298.86,34805.73,95823.45,,0.0,0.0,0.0,"3928 W Linwood AVE, Turlock, CA 95380",37.47629,-120.89339
374,374,374,Tierra Buena Ranch,8632 W Meadow DR,Winton,Merced,95388,P.O. Box 149,Ballico,CA,95303,(209) 495-0690,01/01/1937,San Joaquin River Basin,"X140-X030-X012-XXXX, X140-X030-X023-XXXX, X140-X120-X019-XXXX",390.0,0.0,400.0,0.0,0.0,540.0,550.0,0.0,0.0,1390.0,1400.0,1390.0,0.0,215.0,220.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,89.0,1605.0,41872.11,545940.93,382158.65,91551.99,283549.2,703920.75,85952321.0,85952321.0,0.0,0.0,"8632 W Meadow DR, Winton, CA 95388",37.43049,-120.64323
375,375,375,Silveira Jerstein Dairy,4628 County Road P,Orland,Glenn,95963,P.O. Box 963,Orland,CA,95963,(530) 624-6423,01/01/1970,Sacramento River Basin,0044-0330-0001-0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,10.0,0.0,10.0,10.0,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,Jersey-Holstein Cross,52.0,120.0,2301.74,29292.79,20504.95,4858.64,14374.66,39967.5,172800.0,172800.0,0.0,0.0,"4628 County Road P, Orland, CA 95963",39.76586,-122.13857
376,376,376,Manuel Vieira Jr. Dairy,5843 N Utah RD,Merced,Merced,95348,,,,,(209) 564-8154,01/01/1947,San Joaquin River Basin,X052-X023-X090-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,95.0,60.0,20.0,0.0,25.0,20.0,Holstein,1.0,80.0,793.58,7592.0,5314.4,1284.8,1.0,0.0,,0.0,0.0,0.0,"5843 N Utah RD, Merced, CA 95348",37.37279,-120.4981
384,384,384,Milk Made Dairy,7509 W Oakdale RD,Snelling,Merced,95369,P.O. Box 149,Ballico,CA,95303,(209) 648-4262,01/01/1998,San Joaquin River Basin,0042-0140-0029-0000,575.0,0.0,600.0,560.0,0.0,0.0,0.0,0.0,0.0,1692.0,1800.0,1692.0,275.0,0.0,310.0,290.0,275.0,0.0,310.0,285.0,700.0,0.0,700.0,690.0,Holstein,91.0,3517.0,63137.1,796054.06,557237.84,130761.43,347378.14,863363.7,115509084.0,101008715.0,0.0,14500369.0,"7509 W Oakdale RD, Snelling, CA 95369",37.46112,-120.62307
385,385,385,Nunes Farms,6801 S Carpenter RD,Modesto,Stanislaus,95358,,,,,(209) 537-6090,01/01/1990,San Joaquin River Basin,0017-0063-0021-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,0.0,100.0,100.0,100.0,Holstein,1.0,175.0,1305.83,16607.5,11625.25,2810.5,1.0,0.0,,0.0,0.0,0.0,"6801 S Carpenter RD, Modesto, CA 95358",37.54019,-121.0309
387,387,387,Morris Jersey Girls,3230 Vivian RD,Modesto,Stanislaus,95382,P.O. Box 580596,Modesto,CA,95358,(209) 538-2130,01/01/1950,San Joaquin River Basin,X017-X043-X023-XXXX,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,80.0,80.0,80.0,70.0,0.0,70.0,70.0,Jersey,1.0,210.0,1761.51,19929.0,13950.3,3035.34,1.0,4599.0,4900500.0,4900500.0,0.0,0.0,"3230 Vivian RD, Modesto, CA 95382",37.58941,-121.04419
389,389,389,Joe Oliveira Dairy,19104 Crane AVE,Hilmar,Merced,95324,,,,,(209) 652-5397,12/02/1986,San Joaquin River Basin,X045-X220-X012-XXXX,320.0,0.0,320.0,320.0,0.0,199.0,199.0,199.0,0.0,1200.0,1200.0,1200.0,0.0,55.0,55.0,55.0,446.0,0.0,446.0,446.0,422.0,0.0,422.0,422.0,Holstein,80.0,2642.0,43131.32,539801.24,377860.87,88659.58,237695.07,577667.25,16059927.0,27339927.0,11280000.0,0.0,"19104 Crane AVE, Hilmar, CA 95324",37.38266,-120.83387
391,391,391,Foster Farm's Dairy No. 6,6111 E. Monte Vista AVE,Denair,Stanislaus,95316,,,,,(209) 548-7640,01/08/1987,San Joaquin River Basin,0024-0001-0001-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,1632.0,1543.0,399.0,0.0,714.0,399.0,24.0,0.0,30.0,24.0,0.0,0.0,0.0,0.0,Holstein,88.0,1966.0,48932.35,635204.69,444643.28,105441.84,313746.25,818271.6,86100900.0,86100900.0,0.0,0.0,"6111 E. Monte Vista AVE, Denair, CA 95316",37.52918,-120.78025
