operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
Antonio & Maria Alberto Dairy,11737 Bluegum RD,Hickman,Stanislaus,95323,,,,,(209) 678-5277,01/01/1920,San Joaquin River Basin,"X019-X006-X017-XXXX, X019-X006-X024-XXXX, X019-X008-X011-XXXX, X019-X009-X011-XXXX, X019-X009-X013-XXXX",,,0,250,250,250,0,200,200,200,0,950,1000,975,0,150,150,150,0,300,300,300,0,500,500,500,Holstein,75.0,2375,,36146.83,460766.09,322536.26,74821.42,189924.37,493571.25,,,,,46710000.0,46710000.0,0.0,0.0,,,,,,,,,,
Foster Farms #4,5372 S Hickman RD,Hickman,Stanislaus,95316,,,,,(209) 548-7640,01/01/1958,San Joaquin River Basin,"0019-0041-0032-0000, 0019-0041-0033-0000, 0080-0110-0140-0000",,,0,0,0,0,0,0,0,0,0,2,2,2,0,302,302,302,0,12,12,12,0,0,0,0,Holstein,88.0,316,,4528.81,56979.8,39885.86,7591.61,406.67,70386.6,,,,,120054333.0,120054333.0,0.0,0.0,,,,,,,,,,
Martins Brothers Dairy,6041 Central AVE,Hilmar,Merced,95324,,,,,(209) 668-2495,01/01/1998,San Joaquin River Basin,0045-0060-0007-0000,,,300,0,300,300,30,0,30,30,0,1639,1639,1639,0,253,253,253,590,150,740,740,600,0,600,600,,70.0,3562,,60690.93,739889.48,517922.64,121866.5,313883.62,829900.5,,,,,18335753.0,14795753.0,0.0,3540000.0,,,,,,,,,,
Tierra Buena Ranch,8632 W Meadow DR,Winton,Merced,95388,P.O. Box 149,Ballico,CA,95303,(209) 495-0690,01/01/1937,San Joaquin River Basin,"X140-X030-X012-XXXX, X140-X030-X023-XXXX, X140-X120-X019-XXXX",,,390,0,400,0,0,545,550,0,0,1385,1400,1390,0,210,220,210,0,0,0,0,0,0,0,0,Holstein,88.0,1600,,41635.94,542895.53,380026.87,91039.36,282635.97,702771.0,,,,,82607029.0,82607029.0,0.0,0.0,,,,,,,,,,
ORNELLAS,20749 S LAMMERS RD,TRACY,San Joaquin,95304,,,,,(209) 835-5204,01/01/1940,San Joaquin River Basin,"X209-X029-XX15-XXXX, X209-X029-XX16-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countyline LLC,15453 Monte Vista Ave,Denair,Stanislaus,95316,,,,,(209) 874-2477,05/15/2002,San Joaquin River Basin,"X020-X013-X027-XXXX, X042-X010-X014-XXXX",,,250,0,250,250,0,0,0,0,0,1926,1926,1926,0,286,286,286,0,112,112,112,0,0,0,0,,55.0,2574,,51621.73,677210.32,474047.22,110794.77,349866.04,972622.8,,,,,17304000.0,17304000.0,0.0,0.0,,,,,,,,,,
Mello Ranch,27181 E Carter RD,Escalon,San Joaquin,95320,P.O. Box 22,Escalon,CA,95320,(209) 573-3748,01/01/1970,San Joaquin River Basin,"X187-X260-XX03-XXXX, X187-X260-XX04-XXXX",,,850,0,850,850,4050,0,4050,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,4900,,16990.75,250390.0,175273.0,17706.15,1.0,0.0,,,,,4578000.0,4578000.0,0.0,0.0,,,,,,,,,,
Brooks-Erman Ranch,25873 N Kennefick RD,Galt,San Joaquin,95632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.R. Prins Dairy #2,9863 S Van Allen RD,Stockton,San Joaquin,95215,,,,,(209) 838-1627,01/01/1985,San Joaquin River Basin,X205-X160-XX06-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvas Holsteins #2,23356 Short AVE,Hilmar,Merced,95324,,,,,(209) 595-1846,01/01/1910,San Joaquin River Basin,"X045-X130-X004-XXXX, X057-X016-X009-XXXX, X057-X220-X008-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95616,,,,,(530) 752-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vista Verde Dairy,8923 Bliss RD,Chowchilla,Merced,93610,,,,,(209) 631-2084,12/01/1980,San Joaquin River Basin,"X075-X020-X025-XXXX, X075-X060-X011-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vander Schaaf Dairy #1,12739 Murphy RD,Escalon,Stanislaus,95320,,,,,(209) 595-7687,01/01/1980,San Joaquin River Basin,X203-X130-XX05-XXXX,,,0,0,0,0,0,118,302,118,0,2108,2121,2108,0,301,313,301,0,0,0,0,0,0,0,0,Holstein,75.0,2527,,60124.83,784116.76,548881.73,130338.97,410626.23,1061766.75,,,,,32840159.0,32840159.0,0.0,0.0,,,,,,,,,,
Martins View Jersey Dairy #2,28336 W Bambauer RD,Gustine,Merced,95322,,,,,(209) 678-1156,01/01/1941,San Joaquin River Basin,"0054-0110-0023-0000, 0063-0050-0028-0000",,,80,0,90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,398,405,398,55,0,60,55,,1.0,533,,4601.25,47077.7,32954.39,7564.26,1.0,0.0,,,,,3146427.0,6290628.0,3144201.0,0.0,,,,,,,,,,
Luis A. Pimentel Dairy,11375 Bruceville RD,Elk Grove,Sacramento,95758,,,,,(123) 000-0000,01/01/1953,Sacramento River Basin,X132-X240-X007-XXXX,,,59,0,59,59,0,0,0,0,0,260,260,260,35,0,35,35,23,0,23,23,81,0,81,81,Holstein,68.0,458,,8248.74,105672.91,73971.04,17342.11,49450.76,130469.25,,,,,4908000.0,4908000.0,0.0,0.0,,,,,,,,,,
Charles Ahlem Ranch,23546 W American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,10/01/1982,San Joaquin River Basin,"X045-X130-X057-XXXX, X045-X180-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond and Sue Quaresma Dairy,26290 S Union RD,Manteca,San Joaquin,95337,,,,,(209) 825-7774,01/01/1958,San Joaquin River Basin,X257-X120-XX03-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hilmar Holsteins, Inc.",21859 Crane AVE,Hilmar,Merced,95324,,,,,(209) 634-7532,09/01/1959,San Joaquin River Basin,"X045-X230-X019-XXXX, X045-X230-X058-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehrlich Dairy/Azevedo Farms,5725 Ehrlich RD,Turlock,Stanislaus,95380,P.O. Box 2717,Merced,CA,95344,(209) 681-8255,01/01/1945,San Joaquin River Basin,"X057-X015-X004-XXXX, X057-X015-X021-XXXX, X057-X016-X010-XXXX, X057-X022-X004-XXXX, X057-X022-X013-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvas Holsteins Dairy,6706 Elaine RD,Turlock,Stanislaus,95380,,,,,(209) 632-1223,01/01/1970,San Joaquin River Basin,"X057-X013-X019-XXXX, X057-X220-X010-XXXX, X057-X220-X012-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken VanFoeken Dairy #2,9375 N Washington RD,Hilmar,Merced,95324,,,,,(209) 667-2393,01/01/1945,San Joaquin River Basin,"X045-X130-X011-XXXX, X045-X130-X040-XXXX, X045-X130-X053-XXXX, X045-X130-X058-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Jorge Duarte (previously Sousa Dairy),18005 Williams RD,Hilmar,Merced,95324,,,,,(209) 669-6889,01/01/1930,San Joaquin River Basin,"X045-X022-X032-XXXX, X045-X022-X036-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,225,0,0,0,0,Holstein,1.0,225,,2352.05,21352.5,14946.75,3613.5,1.0,0.0,,,,,4035000.0,4035000.0,0.0,0.0,,,,,,,,,,
DeMatos Dairy,931 S Blaker RD,Turlock,Stanislaus,95380,,,,,(209) 579-4831,01/01/1967,San Joaquin River Basin,"X058-X009-X001-XXXX, X058-X009-X002-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwin H. Smith and Sons Dairy,4836 N Quincy RD,Denair,Stanislaus,95316,,,,,(123) 000-0000,01/01/1940,San Joaquin River Basin,"X045-X057-X009-XXXX, X045-X057-X019-XXXX",,,18,0,18,18,21,0,21,21,0,179,179,179,22,0,22,22,69,0,69,69,36,0,36,36,Holstein,68.0,345,,6028.75,75456.1,52819.27,12419.43,34044.95,89341.05,,,,,15265468.0,15265468.0,0.0,0.0,,,,,,,,,,
PH RANCH #2,2618 S Highway 59,Merced,Merced,95340,,,,,(123) 000-0000,01/01/1974,San Joaquin River Basin,"X066-X100-X013-XXXX, X066-X100-X014-XXXX",,,0,0,0,0,0,0,0,0,0,700,720,700,0,110,110,110,0,10,20,10,0,0,0,0,Holstein,95.0,820,,21726.62,282643.12,197850.18,47492.52,145553.96,354889.5,,,,,38592000.0,38592000.0,0.0,0.0,,,,,,,,,,
Garcia's Registered Jerseys,1018 Hickman RD,Turlock,Stanislaus,95380,P.O. Box 544,Denair,CA,95316,(209) 669-7838,08/15/2002,San Joaquin River Basin,X024-X008-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D & D Holsteins,26135 W Malta RD,Gustine,Merced,95322,,,,,(209) 826-1214,11/01/1986,San Joaquin River Basin,0070-0080-0062-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vieira Valley Dairy LLC,511 Applegate RD,Atwater,Merced,95301,P.O. Box 635,Atwater,CA,95301,(209) 261-8113,01/01/1980,San Joaquin River Basin,"X056-X200-X004-XXXX, X056-X200-X024-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepper Dairy,13942 N Pepper ST,Turlock,Merced,95380,P.O. Box 3639,Turlock,CA,95381,(209) 632-7291,01/01/1970,San Joaquin River Basin,X041-X110-X011-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,Holstein,1.0,5,,64.02,912.5,638.75,120.45,1.0,1149.75,,,,,,0.0,0.0,0.0,,,,,,,,,,
Golf Link Ranches LLC,10220 Golf Link RD,Turlock,Merced,95380,,,,,(209) 667-0667,01/01/1970,San Joaquin River Basin,"X045-X910-X016-XXXX, X045-X910-X025-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,300,300,0,0,0,0,Jersey-Holstein Cross,1.0,300,,3037.52,28470.0,19929.0,4818.0,1.0,0.0,,,,,8796000.0,0.0,0.0,8796000.0,,,,,,,,,,
Verburg & Son Dairy,1142 N Hart RD,Modesto,Stanislaus,95358,,,,,(209) 523-4253,01/01/1975,San Joaquin River Basin,"X120-X380-X080-XXXX, X120-X380-X090-XXXX, X120-X380-X130-XXXX, X120-X380-X140-XXXX, X120-X400-X030-XXXX, X120-X400-X090-XXXX, X120-X400-X100-XXXX, X120-X400-X110-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Silva Dairy,5201 Milnes RD,Modesto,Stanislaus,95357,P.O. Box 885,Riverbank,CA,95367,(209) 604-0018,01/01/1945,San Joaquin River Basin,"X014-X015-X003-XXXX, X014-X016-X004-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Baptista Facility,20755 W River RD,Stevinson,Merced,95374,,,,,(209) 573-0175,01/01/1940,San Joaquin River Basin,"X055-X090-X012-XXXX, X055-X120-X019-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Tony Borba Dairy Inc.,23844 E. Dodds RD,Escalon,San Joaquin,95320,,,,,(209) 838-7018,11/01/1955,San Joaquin River Basin,X207-X170-XX02-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10837,,,,,(916) 870-0419,,,"X132-X132-X027-XXXX,, X132-X132-X038-XXXX",,,25,0,0,0,0,0,0,,0,3,3,3,0,0,45,45,0,45,0,0,0,0,25,25,,,73,,,,,,,,,,,,,,,,,,,,,,,,,
Jose V Silveira Dairy,10652 Newsom RD,Gustine,Merced,95322,,,,,(209) 854-1914,01/01/1920,San Joaquin River Basin,"X070-X070-X035-XXXX, X070-X070-X036-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6D Dores Dairy,25762 Turner AVE,Hilmar,Merced,95324,,,,,(209) 632-6402,01/01/1925,San Joaquin River Basin,X045-X080-X001-XXXX,,,0,0,0,0,0,0,0,0,0,847,847,847,0,64,64,64,0,157,157,157,0,185,185,185,Holstein,73.0,1253,,26307.84,332101.81,232471.27,55842.04,163877.75,413526.75,,,,,20400000.0,20400000.0,0.0,0.0,,,,,,,,,,
Double D Dairy #2,3636 E Monte Vista AVE,Ceres,Stanislaus,95307,,,,,(209) 637-4133,12/28/1976,San Joaquin River Basin,X022-X017-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaral Dairy,4715 County Road N,Orland,Glenn,95963,,,,,(530) 865-7558,10/13/1990,Sacramento River Basin,XX44-XX25-XX12-XXX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Farms,5931 W Tuolumne RD,Ceres,Stanislaus,95307,,,,,(209) 632-6197,09/01/1995,San Joaquin River Basin,X023-X005-X004-X000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerrit Hofman Dairy,4820 Perrin RD,Manteca,San Joaquin,95337,,,,,(209) 823-3000,09/01/1972,San Joaquin River Basin,X257-X030-XX21-XXXX,,,250,0,250,250,250,0,250,250,0,1000,1000,1000,0,120,120,120,0,300,300,300,250,0,250,250,Holstein,72.0,2170,,34877.75,438094.02,306665.81,70872.67,192823.23,498444.0,,,,,21394500.0,21394500.0,0.0,0.0,,,,,,,,,,
"Martins View Jersey Dairy, INC",1369 S Hunt RD,Gustine,Merced,95322,,,,,(209) 678-1156,01/01/1941,San Joaquin River Basin,0063-0050-0028-0000,,,0,0,0,0,0,0,0,0,0,1375,1375,1375,135,0,195,195,50,0,55,55,0,0,0,0,,65.0,1625,,37542.76,491405.22,343983.65,81710.62,258808.31,692259.0,,,,,15358821.0,12106267.0,0.0,3252554.0,,,,,,,,,,
Belo Ranches,238 S Buhach RD,Merced,Merced,95342,,,,,(209) 777-3145,01/01/1940,San Joaquin River Basin,X215-X140-X005-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Oliveira, Jr. Dairy",27506 W Gun Club RD,Gustine,Merced,95322,,,,,(209) 854-3913,01/01/1901,San Joaquin River Basin,"0063-0160-0010-0000, 0063-0160-0012-0000, 0063-0160-0017-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B & D Dairy,9579 Hultberg RD,Hilmar,Merced,95324,,,,,(209) 652-3534,01/01/1930,San Joaquin River Basin,X045-X130-X039-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Silveira Dairy #2,29687 Fentem RD,Gustine,Merced,95322,P.O. Box 400,Gustine,CA,95322,(209) 587-1796,01/01/1940,San Joaquin River Basin,"X063-X080-X022-XXXX, X063-X080-X023-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyman Brothers Dairy,20445 August AVE,Hilmar,Merced,95324,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1907,San Joaquin River Basin,"0015-0001-0037-0000, 0045-0014-0018-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forebay Farms,13699 Cherokee RD,Gustine,Merced,95322,P.O. Box 2717,Merced,CA,95344,(209) 383-6046,01/01/1910,San Joaquin River Basin,"X078-X130-X053-XXXX, X078-X140-X074-XXXX, X078-X140-X075-XXXX, X078-X140-X076-XXXX, X078-X140-X077-XXXX, X078-X140-X078-XXXX",,,0,0,0,0,0,0,0,0,0,1223,1223,1223,0,102,102,102,0,0,0,0,0,0,0,0,Holstein,60.0,1325,,30865.92,410018.42,287012.89,68445.84,226180.67,599304.45,,,,,30748125.0,30748125.0,0.0,0.0,,,,,,,,,,
De Jager Dairy #2 North,11140 Ivy AVE,Chowchilla,Merced,93610,,,,,(209) 769-5496,01/01/1996,San Joaquin River Basin,"X075-X080-X032-XXXX, X075-X080-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M5 Dairy,10090 Kost RD,Galt,Sacramento,95632,,,,,(209) 810-0066,03/01/1962,Sacramento River Basin,X148-X200-X013-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Dairy,1048 Lundy Rd,Newman,Stanislaus,95360,,,,,(209) 678-1792,01/01/1970,San Joaquin River Basin,X049-X032-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunes Dairy,1730 S Healy RD,Merced,Merced,95340,,,,,(209) 384-0948,01/01/1955,San Joaquin River Basin,X066-X270-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Jersey Girls,3230 Vivian RD,Modesto,Stanislaus,95382,P.O. Box 580596,Modesto,CA,95358,(209) 538-2130,01/01/1950,San Joaquin River Basin,X017-X043-X023-XXXX,,,40,0,40,40,0,0,0,0,0,0,0,0,0,20,20,20,0,80,80,80,70,0,70,70,Jersey,1.0,210,,1761.51,19929.0,13950.3,3035.34,1.0,4599.0,,,,,4482000.0,4482000.0,0.0,0.0,,,,,,,,,,
Double Diamond Dairy,505 E Washington RD,El Nido,Merced,95317,,,,,(209) 564-2000,11/17/1999,San Joaquin River Basin,X075-X740-X001-XXXX,,,890,0,940,890,995,0,1000,995,0,4795,4800,4795,0,705,720,705,1045,0,1150,1045,955,0,1000,955,Holstein,86.0,9385,,168218.8,2140657.35,1498460.15,349810.78,968691.78,2419840.5,,,,,163314515.0,145148849.0,0.0,18165666.0,,,,,,,,,,
California State University Chico Research Foundation,311 Nicholas C. Schouten Lane,Chico,Butte,95928,,,,,(530) 898-6343,08/15/1963,Sacramento River Basin,"0039-0080-0030-0000, 0039-0220-0025-0000",,,10,0,10,10,26,0,26,26,0,80,80,80,10,0,10,10,13,0,13,13,13,0,13,13,Jersey,55.0,152,,2419.76,31121.06,21784.74,4992.2,14532.34,39967.5,,,,,,0.0,0.0,0.0,,,,,,,,,,
California Dairy Farms - Larson,6071 Larson AVE,Hilmar,Merced,95324,,,,,(209) 285-0001,07/01/2002,San Joaquin River Basin,X045-X220-X073-XXXX,,,0,463,463,463,0,0,0,0,0,2058,2058,2058,153,172,328,328,135,0,135,135,0,0,0,0,Jersey,61.0,2984,,57709.21,758121.78,530685.25,123365.56,381957.03,1044432.9,,,,,26537300.0,19524800.0,0.0,7012500.0,,,,,,,,,,
Oslo Dairy,20334 W Oslo RD,Hilmar,Merced,95324,P.O. Box 1331,Hilmar,CA,95324,(209) 656-8434,03/01/1971,San Joaquin River Basin,0045-0140-0028-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,810000.0,8212500.0,9022500.0,0.0,,,,,,,,,,
Double Cross Dairy #4,6006 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 667-0667,03/01/1960,San Joaquin River Basin,"X057-X009-X006-XXXX, X057-X009-X007-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,200,150,0,0,0,0,Jersey-Holstein Cross,1.0,150,,1469.48,14235.0,9964.5,2409.0,1.0,0.0,,,,,14049000.0,24975000.0,10926000.0,0.0,,,,,,,,,,
Pires Dairy,23800 Jack Tone RD,Acampo,San Joaquin,95220,,,,,(123) 000-0000,01/01/1960,San Joaquin River Basin,X021-X050-X009-XXXX,,,25,0,25,25,25,0,25,25,0,210,210,210,40,0,40,40,80,0,80,80,60,0,60,60,,70.0,440,,7553.36,93570.82,65499.57,15316.02,40216.94,108076.5,,,,,3528000.0,3528000.0,0.0,0.0,,,,,,,,,,
Machado and Sons Dairy,11706 E Keyes RD,Denair,Stanislaus,95316,,,,,(209) 668-7781,01/01/1941,San Joaquin River Basin,X019-X038-X017-XXXX,,,95,0,95,95,95,0,95,95,0,665,665,665,0,105,105,105,240,0,240,240,200,0,200,200,Holstein,72.0,1400,,23760.73,295696.1,206987.27,48414.93,128227.45,337260.0,,,,,10478400.0,10478400.0,0.0,0.0,,,,,,,,,,
"G.J. Silva Dairy, Inc.",3107 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 634-9091,06/01/1961,San Joaquin River Basin,"0058-0015-0004-0000, 0058-0015-0010-0000, 0058-0016-0015-0000, 0058-0030-0001-0000, 0058-0031-0001-0000, 0058-0031-0010-0000",,,450,0,500,450,525,0,550,525,0,2500,2550,2500,0,300,350,300,0,0,0,0,300,0,350,300,Holstein,75.0,4075,,76050.33,990673.5,693471.45,161039.56,486985.57,1246110.0,,,,,44054000.0,44054000.0,0.0,0.0,,,,,,,,,,
Manuel Martins Dairy L.P.,10043 Milnes,Modesto,Stanislaus,95307,,,,,(209) 529-8133,09/09/1978,San Joaquin River Basin,X015-X001-X020-XXXX,,,0,135,135,135,0,85,85,85,0,820,820,820,0,100,100,100,25,0,25,25,0,0,0,0,Holstein,68.0,1165,,23321.72,304359.67,213051.77,49700.58,155960.09,409092.0,,,,,9780000.0,8280000.0,0.0,1500000.0,,,,,,,,,,
Toledo Dairy,26280 N Elliott RD,Galt,Sacramento,95632,,,,,(209) 368-7311,01/01/1980,San Joaquin River Basin,X007-X220-XX18-XXXX,,,106,0,106,106,0,130,130,130,0,575,575,575,0,1,1,1,100,0,100,100,215,0,215,215,Holstein,60.0,1127,,18055.22,226156.01,158309.21,36960.7,106340.06,270968.7,,,,,20196000.0,20196000.0,0.0,0.0,,,,,,,,,,
Sierra Vista Dairy,22426 E Monte Vista AVE,Denair,Merced,95316,,,,,(209) 874-2528,09/01/1978,San Joaquin River Basin,X042-X150-X065-XXXX,,,167,0,167,167,0,0,0,0,0,1333,1449,1333,164,0,179,164,523,0,523,523,356,0,356,356,Holstein,87.0,2543,,48740.71,603714.87,422600.41,100749.5,270170.08,665354.85,,,,,18424186.0,16533686.0,0.0,1890500.0,,,,,,,,,,
"Bar Vee Dairy, Inc.",3031 N Washington RD,Turlock,Stanislaus,95380,,,,,(209) 632-4308,01/01/1973,San Joaquin River Basin,"0023-0056-0005-0000, 0023-0056-0006-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5 Farms,5831 S Tegner RD,Turlock,Stanislaus,95380,,,,,(209) 652-2896,01/01/1960,San Joaquin River Basin,X057-X018-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe and Renee Barroso Dairy,6902 E Legrand RD,Merced,Merced,95341,,,,,(209) 722-6437,01/01/1960,San Joaquin River Basin,X067-X110-X015-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vierra Dairy Farms,23160 W Williams AVE,Hilmar,Merced,95324,,,,,(209) 668-0343,10/01/1967,San Joaquin River Basin,"X045-X190-X015-XXXX, X045-X190-X017-XXXX, X045-X190-X052-XXXX, X045-X190-X063-XXXX, X045-X190-X077-XXXX",,,403,0,403,403,0,0,0,0,0,3000,3000,3000,0,200,200,200,211,0,211,211,834,0,834,834,Jersey-Holstein Cross,70.0,4648,,90625.73,1162404.1,813682.87,193390.44,574527.68,1458540.0,,,,,39450000.0,39450000.0,0.0,0.0,,,,,,,,,,
6-X #2,6960 Crane RD,Oakdale,Stanislaus,95361,P.O. Box 12290,Oakdale,CA,95361,(209) 845-2114,01/01/1956,San Joaquin River Basin,X063-X025-X008-XXXX,,,350,0,350,350,0,0,0,0,460,0,500,460,65,0,70,65,335,0,335,335,180,0,180,180,Other,76.0,1390,,19413.96,237130.96,165991.67,37998.0,89907.56,231537.75,,,,,3687250.0,3687250.0,0.0,0.0,,,,,,,,,,
Valley Cross Dairy,9500 Linwood AVE,Turlock,Stanislaus,95380,P.O. Box 3882,Turlcok,CA,95381,(209) 632-2924,03/20/1995,San Joaquin River Basin,X058-X180-X001-XXXX,,,0,0,0,0,0,0,0,0,0,265,265,221,0,0,0,0,143,0,143,119,0,0,0,0,Jersey-Holstein Cross,57.0,340,,6495.53,81003.6,56702.52,13648.44,40435.98,104057.85,,,,,4455000.0,4455000.0,0.0,0.0,,,,,,,,,,
"Meirinho West, Inc.",1685 Dunn Road,Modesto,Stanislaus,95358,,,,,(209) 578-1403,10/01/1989,San Joaquin River Basin,"X012-X043-X021-XXXX, X012-X043-X031-XXXX, X012-X058-X003-XXXX, X012-X058-X005-XXXX, X012-X058-X006-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
